sh601231	2015-06-12
sh601515	2015-06-12
sh601801	2015-06-12
sh601808	2015-06-12
sh603678	2015-06-12
sz000006	2015-06-12
sz000683	2015-06-12
sz000690	2015-06-12
sz000778	2015-06-12
sz000792	2015-06-12
sz000826	2015-06-12
sz000869	2015-06-12
sz000876	2015-06-12
sz000939	2015-06-12
sz000989	2015-06-12
sz002018	2015-06-12
sz002044	2015-06-12
sz002051	2015-06-12
sz002131	2015-06-12
sz002153	2015-06-12
sz002174	2015-06-12
sz002223	2015-06-12
sz002247	2015-06-12
sz002358	2015-06-12
sz002371	2015-06-12
sz002399	2015-06-12
sz002431	2015-06-12
sz002477	2015-06-12
sz002501	2015-06-12
sz300027	2015-06-12
sz300068	2015-06-12
sz300146	2015-06-12
sz300166	2015-06-12
sz300251	2015-06-12
sz300271	2015-06-12
sh600008	2015-06-11
sh600012	2015-06-11
sh600201	2015-06-11
sh600270	2015-06-11
sh600415	2015-06-11
sh600518	2015-06-11
sh600570	2015-06-11
sh600655	2015-06-11
sh600718	2015-06-11
sh600811	2015-06-11
sz000016	2015-06-11
sz000078	2015-06-11
sz000503	2015-06-11
sz000540	2015-06-11
sz000553	2015-06-11
sz000620	2015-06-11
sz002007	2015-06-11
sz002024	2015-06-11
sz002308	2015-06-11
sz002603	2015-06-11
sz002648	2015-06-11
sh600158	2015-06-10
sh600236	2015-06-10
sh600256	2015-06-10
sh600406	2015-06-10
sh600483	2015-06-10
sh600497	2015-06-10
sh600611	2015-06-10
sh600623	2015-06-10
sh600673	2015-06-10
sh600759	2015-06-10
sh600848	2015-06-10
sh600978	2015-06-10
sz000027	2015-06-10
sz000723	2015-06-10
sz000828	2015-06-10
sz300199	2015-06-10
sh000016	2015-06-09
sh000300	2015-06-09
sh510050	2015-06-09
sh600015	2015-06-09
sh600098	2015-06-09
sh600269	2015-06-09
sh600348	2015-06-09
sh600572	2015-06-09
sh600875	2015-06-09
sh601169	2015-06-09
sh601328	2015-06-09
sh601666	2015-06-09
sh601818	2015-06-09
sh601991	2015-06-09
sz000560	2015-06-09
sz000563	2015-06-09
sz000688	2015-06-09
sz000800	2015-06-09
sz000825	2015-06-09
sz000937	2015-06-09
sz000961	2015-06-09
sz002128	2015-06-09
sz002505	2015-06-09
sz300058	2015-06-09
sh600161	2015-06-08
sh600219	2015-06-08
sh600362	2015-06-08
sh600395	2015-06-08
sh600550	2015-06-08
sh600808	2015-06-08
sh601099	2015-06-08
sh601139	2015-06-08
sh601333	2015-06-08
sh601390	2015-06-08
sz000028	2015-06-08
sz000050	2015-06-08
sz000623	2015-06-08
sz000627	2015-06-08
sz000987	2015-06-08
sh600061	2015-06-05
sh600062	2015-06-05
sh600089	2015-06-05
sh600109	2015-06-05
sh600143	2015-06-05
sh600157	2015-06-05
sh600179	2015-06-05
sh600259	2015-06-05
sh600312	2015-06-05
sh600352	2015-06-05
sh600388	2015-06-05
sh600498	2015-06-05
sh600584	2015-06-05
sh600635	2015-06-05
sh600642	2015-06-05
sh600643	2015-06-05
sh600728	2015-06-05
sh600862	2015-06-05
sh601158	2015-06-05
sh601567	2015-06-05
sh601717	2015-06-05
sh601958	2015-06-05
sz000021	2015-06-05
sz000060	2015-06-05
sz000400	2015-06-05
sz000539	2015-06-05
sz000750	2015-06-05
sz000761	2015-06-05
sz000878	2015-06-05
sz000960	2015-06-05
sz000975	2015-06-05
sz000997	2015-06-05
sz002030	2015-06-05
sz002138	2015-06-05
sz002285	2015-06-05
sz002303	2015-06-05
sz002421	2015-06-05
sz002440	2015-06-05
sz002522	2015-06-05
sz002594	2015-06-05
sz002595	2015-06-05
sz002665	2015-06-05
sz002672	2015-06-05
sz002711	2015-06-05
sz300033	2015-06-05
sz300059	2015-06-05
sz300133	2015-06-05
sz300207	2015-06-05
sz300244	2015-06-05
sz300253	2015-06-05
sz300257	2015-06-05
sz300267	2015-06-05
sz300347	2015-06-05
sz399006	2015-06-05
sh600271	2015-06-04
sh600373	2015-06-04
sh600420	2015-06-04
sh600525	2015-06-04
sh600612	2015-06-04
sh600823	2015-06-04
sh603000	2015-06-04
sh603355	2015-06-04
sz000040	2015-06-04
sz000090	2015-06-04
sz002041	2015-06-04
sz002121	2015-06-04
sz002185	2015-06-04
sz002251	2015-06-04
sz002373	2015-06-04
sz002375	2015-06-04
sz002390	2015-06-04
sz002482	2015-06-04
sz300134	2015-06-04
sh600023	2015-06-03
sh600170	2015-06-03
sh600185	2015-06-03
sh600332	2015-06-03
sh600466	2015-06-03
sh600588	2015-06-03
sh600600	2015-06-03
sh600666	2015-06-03
sh600704	2015-06-03
sh600970	2015-06-03
sh601216	2015-06-03
sz000157	2015-06-03
sz000158	2015-06-03
sz000415	2015-06-03
sz000501	2015-06-03
sz000591	2015-06-03
sz000681	2015-06-03
sz000988	2015-06-03
sz002038	2015-06-03
sz002152	2015-06-03
sz002191	2015-06-03
sz002273	2015-06-03
sz002400	2015-06-03
sz002410	2015-06-03
sz002437	2015-06-03
sz002439	2015-06-03
sz002461	2015-06-03
sz002465	2015-06-03
sz002489	2015-06-03
sz002611	2015-06-03
sz002625	2015-06-03
sz002653	2015-06-03
sz002690	2015-06-03
sz300001	2015-06-03
sz300024	2015-06-03
sz300124	2015-06-03
sz300168	2015-06-03
sz300274	2015-06-03
sh600100	2015-06-02
sh600485	2015-06-02
sh600699	2015-06-02
sh600783	2015-06-02
sh600845	2015-06-02
sh601222	2015-06-02
sh601311	2015-06-02
sh601799	2015-06-02
sh601880	2015-06-02
sz000066	2015-06-02
sz000717	2015-06-02
sz000768	2015-06-02
sz002366	2015-06-02
sz002419	2015-06-02
sz300144	2015-06-02
sz300182	2015-06-02
sz300433	2015-06-02
sh600820	2015-06-01
sh600881	2015-06-01
sh600959	2015-06-01
sh601198	2015-06-01
sh601899	2015-06-01
sz300159	2015-06-01
sz300287	2015-06-01
sh601608	2015-05-29
sz000950	2015-05-29
sh600277	2015-05-28
sh600299	2015-05-28
sh600478	2015-05-28
sh600503	2015-05-28
sh600598	2015-05-28
sh600606	2015-05-28
sh600864	2015-05-28
sh601069	2015-05-28
sh601106	2015-05-28
sh601118	2015-05-28
sh601689	2015-05-28
sh601969	2015-05-28
sh603019	2015-05-28
sh603025	2015-05-28
sh603328	2015-05-28
sh603369	2015-05-28
sh603567	2015-05-28
sh603699	2015-05-28
sh603883	2015-05-28
sh603899	2015-05-28
sh603939	2015-05-28
sz000883	2015-05-28
sz000977	2015-05-28
sz002385	2015-05-28
sz002424	2015-05-28
sz002491	2015-05-28
sz002563	2015-05-28
sz002745	2015-05-28
sz300408	2015-05-28
sh600038	2015-05-27
sh600060	2015-05-27
sh600118	2015-05-27
sh600316	2015-05-27
sh600372	2015-05-27
sh600435	2015-05-27
sh600499	2015-05-27
sh600535	2015-05-27
sh600711	2015-05-27
sh600893	2015-05-27
sh601018	2015-05-27
sh601225	2015-05-27
sh601727	2015-05-27
sh601989	2015-05-27
sh603555	2015-05-27
sz000566	2015-05-27
sz000738	2015-05-27
sz000783	2015-05-27
sz000901	2015-05-27
sz000917	2015-05-27
sz002048	2015-05-27
sz002065	2015-05-27
sz002151	2015-05-27
sz002183	2015-05-27
sz002221	2015-05-27
sz002470	2015-05-27
sz300070	2015-05-27
sh600021	2015-05-26
sh600150	2015-05-26
sh600291	2015-05-26
sh600491	2015-05-26
sh600685	2015-05-26
sh600856	2015-05-26
sz002129	2015-05-26
sz002500	2015-05-26
sz002638	2015-05-26
sz002736	2015-05-26
sh600739	2015-05-25
sh600958	2015-05-25
sh601688	2015-05-25
sz000671	2015-05-25
sh600380	2015-05-22
sh600804	2015-05-22
sz000555	2015-05-22
sz000979	2015-05-22
sz002239	2015-05-22
sz002280	2015-05-22
sz002568	2015-05-22
sz300208	2015-05-22
sz300315	2015-05-22
sz300316	2015-05-22
sz300324	2015-05-22
sh600708	2015-05-21
sz000793	2015-05-21
sz002405	2015-05-21
sz002555	2015-05-21
sz002589	2015-05-20
sh600446	2015-05-19
sh601021	2015-05-19
sz300367	2015-05-19
sh600562	2015-05-18
sh601607	2015-05-18
sh600111	2015-05-15
sz000156	2015-05-14
sh600879	2015-05-13
sz300104	2015-05-13
sz002414	2015-05-12
sh600869	2015-05-08
sz002268	2015-05-07
sh601668	2015-05-05
sh600068	2015-05-04
sh601000	2015-05-04
sh601117	2015-05-04
sh601669	2015-05-04
sz000697	2015-05-04
sz002681	2015-05-04
sh601618	2015-04-29
sh601866	2015-04-29
sh601919	2015-04-29
sh600026	2015-04-28
sh600028	2015-04-28
sh600050	2015-04-28
sh601186	2015-04-28
sh601600	2015-04-28
sh601800	2015-04-28
sh601857	2015-04-28
sh600637	2015-04-27
sz000625	2015-04-27
sz000517	2015-04-24
sh600010	2015-04-23
sh600837	2015-04-23
sh601377	2015-04-23
sh601633	2015-04-23
sh601788	2015-04-23
sz000686	2015-04-23
sz000831	2015-04-23
sh600545	2015-04-20
sh601766	2015-04-20
sh600528	2015-04-15
sh601555	2015-04-15
sh601877	2015-04-14
sz000150	2015-04-14
sh601166	2015-04-13
sz000712	2015-04-13
sz000656	2015-04-10
sh600030	2015-04-09
sh600369	2015-04-09
sh600999	2015-04-09
sh601628	2015-04-09
sz000728	2015-04-09
sz000776	2015-04-09
sz000612	2015-04-07
sz300055	2015-04-07
sz002195	2015-03-26
sh600717	2015-03-25
sz000166	2015-01-26
sh600016	2014-12-29
sh601901	2014-12-09
sz000536	2014-09-24
sz002353	2014-01-09
sh600648	2013-09-25
sh600315	2013-09-06
sh000001	2007-10-16
sz000748	1999-12-31
sz300186	1999-12-31
