Date,Time,Type,Broker,Currency,Exchage,Name,Ticker,Direction,Trade Status,Volume,Multiplier,Price,Cost,Abs(cost),过户费,Brokerage,印花税,Net Cost,Net Unit cost,CloseY,Current Cost,Unrealized PL,MTM,Unr/Delta,FullTicker
2016/12/21,11:30 AM,Stock,招商,CNY,SZ,华闻传媒,793,S,C,-2700,1,11.62,-31374,31374,0,6.27,31.37,31336.36,-11.60605748,10.57,10.47,3067.3552,270,9.80%,SZ000793
2016/12/21,11:30 AM,Stock,招商,CNY,SZ,盐湖股份,792,S,C,-1000,1,19.77,-19770,19770,0,5,19.77,19745.23,-19.74523,11.36,11,8745.23,360,44.20%,SZ000792
2016/12/21,11:32 AM,Stock,招商,CNY,SZ,金正大,2470,S,C,-7500,1,8.21,-61575,61575,0,12.32,61.58,61501.11,-8.200147333,7.99,7.85,2626.105,1050,4.30%,SZ002470
2016/12/21,1:19 PM,Stock,招商,CNY,SZ,华信国际,2018,S,C,-1700,1,10.39,-17663,17663,0,5,17.66,17640.34,-10.37667059,7.02,6.81,6063.34,357,34.30%,SZ002018
2016/12/21,2:31 PM,Stock,招商,CNY,SZ,华信国际,2018,S,C,-1800,1,10.48,-18864,18864,0,5,18.86,18840.14,-10.46674444,7.02,6.81,6582.14,378,34.90%,SZ002018
2016/12/21,2:31 PM,Stock,招商,CNY,SZ,华闻传媒,793,S,C,-2800,1,11.59,-32452,32452,0,6.49,32.45,32413.06,-11.57609271,10.57,10.47,3097.0596,280,9.50%,SZ000793
2016/12/23,9:41 AM,Stock,招商,CNY,SZ,古井贡酒,596,B,C,1000,1,44.4,44400,44400,0,8.88,0,-44408.88,-44.40888,54.98,54.19,9781.12,-790,22.00%,SZ000596
2016/12/23,9:41 AM,Stock,招商,CNY,SZ,四川双马,935,B,C,1000,1,32.21,32210,32210,0,6.44,0,-32216.44,-32.216442,23.06,23.06,-9156.442,0,-28.40%,SZ000935
2016/12/23,9:42 AM,Stock,招商,CNY,SH,保千里,600074,B,C,2000,1,14.3,28600,28600,0.57,5.72,0,-28606.29,-14.303146,10.39,10.39,-7826.292,0,-27.40%,SH600074
2016/12/23,9:42 AM,Stock,招商,CNY,SZ,联络互动,2280,B,C,2000,1,14.66,29320,29320,0,5.86,0,-29325.86,-14.662932,8.55,8.55,-12225.864,0,-41.70%,SZ002280
2016/12/23,9:47 AM,Stock,招商,CNY,SH,汇顶科技,603160,B,C,200,1,109.4,21880,21880,0.44,5,0,-21885.44,-109.427188,89.18,88.76,-4133.4376,-84,-18.90%,SH603160
2016/12/23,9:48 AM,Stock,招商,CNY,SZ,东旭光电,413,B,C,2000,1,11.49,22980,22980,0,5,0,-22985,-11.4925,10.91,10.65,-1685,-520,-7.30%,SZ000413
2016/12/23,9:49 AM,Stock,招商,CNY,SH,永辉超市,601933,B,C,3000,1,5.09,15270,15270,0.31,5,0,-15275.31,-5.091768467,6.62,6.66,4704.6946,120,30.80%,SH601933
2016/12/23,9:55 AM,Stock,招商,CNY,SZ,东旭光电,413,B,C,2000,1,11.51,23020,23020,0,5,0,-23025,-11.5125,10.91,10.65,-1725,-520,-7.50%,SZ000413
2016/12/23,10:25 AM,Stock,招商,CNY,SH,九鼎投资,600053,B,C,500,1,48.76,24380,24380,0.49,5,0,-24385.49,-48.7709752,33.14,32.92,-7925.4876,-110,-32.50%,SH600053
2016/12/23,10:26 AM,Stock,招商,CNY,SZ,东方园林,2310,B,C,2000,1,13.87,27740,27740,0,5.55,0,-27745.55,-13.872774,16.93,17.58,7414.452,1300,26.70%,SZ002310
2016/12/23,10:39 AM,Stock,招商,CNY,SH,中国联通,600050,B,C,2000,1,7.99,15980,15980,0.32,5,0,-15985.32,-7.9926598,7.47,7.47,-1045.3196,0,-6.50%,SH600050
2016/12/23,10:39 AM,Stock,招商,CNY,SH,中国联通,600050,B,C,2000,1,8,16000,16000,0.32,5,0,-16005.32,-8.00266,7.47,7.47,-1065.32,0,-6.70%,SH600050
2016/12/23,10:55 AM,Stock,招商,CNY,SZ,华数传媒,156,B,C,1000,1,18.39,18390,18390,0,5,0,-18395,-18.395,14.63,14.55,-3845,-80,-20.90%,SZ000156
2016/12/23,11:06 AM,Stock,招商,CNY,SZ,中航光电,2179,B,C,300,1,36.04,10812,10812,0,5,0,-10817,-36.05666667,33.38,32.72,-1001,-198,-9.30%,SZ002179
2016/12/23,1:21 PM,Stock,招商,CNY,SH,首开股份,600376,B,C,1000,1,11.79,11790,11790,0.24,5,0,-11795.24,-11.7952358,11.15,11.13,-665.2358,-20,-5.60%,SH600376
2016/12/23,2:03 PM,Stock,招商,CNY,SZ,天齐锂业,2466,B,C,100,1,33.55,3355,3355,0,5,0,-3360,-33.6,63.39,60.8,2720,-259,81.10%,SZ002466
2016/12/26,9:35 AM,Stock,招商,CNY,SH,汇顶科技,603160,S,C,-200,1,103.52,-20704,20704,0.41,5,20.7,20677.89,-103.3894296,89.18,88.76,2925.88592,84,14.10%,SH603160
2016/12/26,9:36 AM,Stock,招商,CNY,SZ,东方园林,2310,S,C,-2000,1,13.57,-27140,27140,0,5.43,27.14,27107.43,-13.553716,16.93,17.58,-8052.568,-1300,-29.70%,SZ002310
2016/12/26,9:36 AM,Stock,招商,CNY,SH,永辉超市,601933,S,C,-3000,1,4.9,-14700,14700,0.29,5,14.7,14680.01,-4.893335333,6.62,6.66,-5299.994,-120,-36.10%,SH601933
2016/12/26,9:38 AM,Stock,招商,CNY,SZ,东旭光电,413,S,C,-4000,1,11.36,-45440,45440,0,9.09,45.44,45385.47,-11.346368,10.91,10.65,2785.472,1040,6.10%,SZ000413
2016/12/26,9:38 AM,Stock,招商,CNY,SZ,天齐锂业,2466,S,C,-100,1,32.19,-3219,3219,0,5,3.22,3210.78,-32.1078,63.39,60.8,-2869.22,259,-89.10%,SZ002466
2016/12/26,9:39 AM,Stock,招商,CNY,SH,九鼎投资,600053,S,C,-500,1,47.28,-23640,23640,0.47,5,23.64,23610.89,-47.2217744,33.14,32.92,7150.8872,110,30.20%,SH600053
2016/12/26,9:39 AM,Stock,招商,CNY,SZ,联络互动,2280,S,C,-2000,1,14.3885,-28777,28777,0,5.76,28.78,28742.46,-14.3712323,8.55,8.55,11642.4646,0,40.50%,SZ002280
2016/12/26,9:39 AM,Stock,招商,CNY,SZ,中航光电,2179,S,C,-300,1,35.27333333,-10582,10582,0,5,10.58,10566.42,-35.2214,33.38,32.72,750.42,198,7.10%,SZ002179
2016/12/26,9:39 AM,Stock,招商,CNY,SH,保千里,600074,S,C,-2000,1,14.03,-28060,28060,0.56,5.61,28.06,28025.77,-14.0128834,10.39,10.39,7245.7668,0,25.80%,SH600074
2016/12/26,9:39 AM,Stock,招商,CNY,SH,首开股份,600376,S,C,-1000,1,11.58,-11580,11580,0.23,5,11.58,11563.19,-11.5631884,11.15,11.13,433.1884,20,3.70%,SH600376
2016/12/26,9:40 AM,Stock,招商,CNY,SH,中国联通,600050,S,C,-4000,1,7.83,-31320,31320,0.63,6.26,31.32,31281.79,-7.8204474,7.47,7.47,1401.7896,0,4.50%,SH600050
2016/12/26,9:40 AM,Stock,招商,CNY,SZ,古井贡酒,596,S,C,-1000,1,44.51,-44510,44510,0,8.9,44.51,44456.59,-44.456588,54.98,54.19,-9733.412,790,-21.90%,SZ000596
2016/12/26,9:41 AM,Stock,招商,CNY,SZ,华数传媒,156,S,C,-1000,1,18.16,-18160,18160,0,5,18.16,18136.84,-18.13684,14.63,14.55,3586.84,80,19.80%,SZ000156
2016/12/26,9:43 AM,Stock,招商,CNY,SZ,四川双马,935,S,C,-500,1,32.09,-16045,16045,0,5,16.05,16023.95,-32.0479,23.06,23.06,4493.95,0,28.00%,SZ000935
2016/12/26,9:47 AM,Stock,招商,CNY,SZ,四川双马,935,S,C,-500,1,31.88,-15940,15940,0,5,15.94,15919.06,-31.83812,23.06,23.06,4389.06,0,27.50%,SZ000935
2016/12/28,1:11 PM,Stock,招商,CNY,SZ,东华软件,2065,B,C,700,1,24.66,17262,17262,0,5,0,-17267,-24.66714286,9.79,9.69,-10484,-70,-60.70%,SZ002065
2016/12/28,1:11 PM,Stock,招商,CNY,SZ,多氟多,2407,B,C,600,1,28.15,16890,16890,0,5,0,-16895,-28.15833333,24.21,23.95,-2525,-156,-14.90%,SZ002407
2016/12/29,1:10 PM,Stock,招商,CNY,SZ,丽珠集团,513,B,C,100,1,59.82,5982,5982,0,5,0,-5987,-59.87,48.38,48.29,-1158,-9,-19.40%,SZ000513
2016/12/29,1:09 PM,Stock,招商,CNY,SH,东软集团,600718,B,C,400,1,19.95,7980,7980,0.16,5,0,-7985.16,-19.962899,15.37,14.88,-2033.1596,-196,-25.50%,SH600718
2016/12/29,1:08 PM,Stock,招商,CNY,SH,海南矿业,601969,B,C,300,1,12.42,3726,3726,0.07,5,0,-3731.07,-12.43691507,12.06,11.32,-335.07452,-222,-9.00%,SH601969
2016/12/29,9:30 AM,Stock,招商,CNY,SZ,东华软件,2065,S,C,-700,1,24.85,-17395,17395,0,5,17.4,17372.6,-24.818,9.79,9.69,10589.6,70,60.90%,SZ002065
2017/1/3,9:36 AM,Stock,招商,CNY,SZ,多氟多,2407,S,C,-600,1,27.47,-16482,16482,0,5,16.48,16460.52,-27.4342,24.21,23.95,2090.52,156,12.70%,SZ002407
2017/1/3,9:37 AM,Stock,招商,CNY,SH,海南矿业,601969,S,C,-300,1,12.24,-3672,3672,0.07,5,3.67,3663.26,-12.2108552,12.06,11.32,267.25656,222,7.30%,SH601969
2017/1/3,9:37 AM,Stock,招商,CNY,SH,东软集团,600718,S,C,-400,1,19.72,-7888,7888,0.16,5,7.89,7874.95,-19.6873806,15.37,14.88,1922.95224,196,24.40%,SH600718
2017/1/3,9:38 AM,Stock,招商,CNY,SZ,丽珠集团,513,S,C,-100,1,59.5,-5950,5950,0,5,5.95,5939.05,-59.3905,48.38,48.29,1110.05,9,18.70%,SZ000513
2017/1/3,9:30 AM,,,,SZ,#N/A,300586,B,C,500,1,9.3,4650,4650,0,5,0,-4655,-9.31,0,0,-4655,0,-100.10%,SZ300586
2017/1/4,9:31 AM,Stock,招商,CNY,SZ,信维通信,300136,B,C,1000,1,26,26000,26000,0,5.2,0,-26005.2,-26.0052,36.3,36.97,10964.8,670,42.20%,SZ300136
2017/1/4,9:32 AM,Stock,招商,CNY,SZ,信维通信,300136,B,C,1000,1,26.03,26030,26030,0,5.21,0,-26035.21,-26.035206,36.3,36.97,10934.794,670,42.00%,SZ300136
2017/1/4,9:34 AM,Stock,招商,CNY,SZ,中天城投,540,B,C,4000,1,6.95,27800,27800,0,5.56,0,-27805.56,-6.95139,7.78,7.21,1034.44,-2280,3.70%,SZ000540
2017/1/4,1:59 PM,Stock,招商,CNY,SH,中国医药,600056,B,C,2000,1,19.85,39700,39700,0.79,7.94,0,-39708.73,-19.854367,24.87,24.86,10011.266,-20,25.20%,SH600056
2017/1/4,2:44 PM,Stock,招商,CNY,SZ,东方雨虹,2271,B,C,1000,1,22.23,22230,22230,0,5,0,-22235,-22.235,35.9,35.5,13265,-400,59.70%,SZ002271
2017/1/5,9:26 AM,Stock,招商,CNY,SH,中国医药,600056,S,C,-2000,1,19.85,-39700,39700,0.79,7.94,39.7,39651.57,-19.825783,24.87,24.86,-10068.434,20,-25.40%,SH600056
2017/1/5,9:44 AM,Stock,招商,CNY,SZ,中航机电,2013,B,C,2000,1,18.85,37700,37700,0,7.54,0,-37707.54,-18.85377,11.3,11.22,-15267.54,-160,-40.50%,SZ002013
2017/1/5,1:52 PM,Stock,招商,CNY,SZ,中天城投,540,S,C,-4000,1,6.83,-27320,27320,0,5.46,27.32,27287.22,-6.821804,7.78,7.21,-1552.784,2280,-5.70%,SZ000540
2017/1/5,1:52 PM,Stock,招商,CNY,SZ,东方雨虹,2271,S,C,-1000,1,22.08,-22080,22080,0,5,22.08,22052.92,-22.05292,35.9,35.5,-13447.08,400,-60.90%,SZ002271
2017/1/5,1:53 PM,Stock,招商,CNY,SZ,信维通信,300136,S,C,-2000,1,26.06,-52120,52120,0,10.42,52.12,52057.46,-26.028728,36.3,36.97,-21882.544,-1340,-42.00%,SZ300136
2017/1/6,9:27 AM,Stock,招商,CNY,SZ,中航机电,2013,S,C,-2000,1,19.1,-38200,38200,0,7.64,38.2,38154.16,-19.07708,11.3,11.22,15714.16,160,41.10%,SZ002013
2017/1/6,9:34 AM,Stock,招商,CNY,SZ,汇川技术,300124,B,C,5000,1,20.13,100650,100650,0,20.13,0,-100670.13,-20.134026,25.02,24.73,22979.87,-1450,22.80%,SZ300124
2017/1/6,9:35 AM,Stock,招商,CNY,SZ,汇川技术,300124,B,C,3000,1,20.18,60540,60540,0,12.11,0,-60552.11,-20.184036,25.02,24.73,13637.892,-870,22.50%,SZ300124
2017/1/6,9:36 AM,Stock,招商,CNY,SZ,巨龙管业,2619,B,C,2000,1,17.93,35860,35860,0,7.17,0,-35867.17,-17.933586,6.37,6.37,-23127.172,0,-64.50%,SZ002619
2017/1/6,10:05 AM,Stock,招商,CNY,SH,中信银行,601998,B,C,2000,1,6.73,13460,13460,0.27,5,0,-13465.27,-6.7326346,6.45,6.31,-845.2692,-280,-6.30%,SH601998
2017/1/6,10:22 AM,Stock,招商,CNY,SH,中信银行,601998,B,C,2000,1,6.66,13320,13320,0.27,5,0,-13325.27,-6.6626332,6.45,6.31,-705.2664,-280,-5.30%,SH601998
2017/1/6,2:16 PM,Stock,招商,CNY,SZ,广电运通,2152,B,C,3000,1,14.02,42060,42060,0,8.41,0,-42068.41,-14.022804,7.79,7.64,-19148.412,-450,-45.50%,SZ002152
2017/1/9,9:27 AM,Stock,招商,CNY,SZ,巨龙管业,2619,S,C,-2000,1,18.45,-36900,36900,0,7.38,36.9,36855.72,-18.42786,6.37,6.37,24115.72,0,65.40%,SZ002619
2017/1/9,9:27 AM,Stock,招商,CNY,SH,中信银行,601998,S,C,-4000,1,6.79,-27160,27160,0.54,5.43,27.16,27126.86,-6.7817162,6.45,6.31,1886.8648,560,6.90%,SH601998
2017/1/9,9:28 AM,Stock,招商,CNY,SZ,汇川技术,300124,S,C,-4000,1,20.1,-80400,80400,0,16.08,80.4,80303.52,-20.07588,25.02,24.73,-18616.48,1160,-23.20%,SZ300124
2017/1/9,9:31 AM,Stock,招商,CNY,SZ,中科创达,300496,B,C,1000,1,45,45000,45000,0,9,0,-45009,-45.009,27.42,26.81,-18199,-610,-40.40%,SZ300496
2017/1/9,9:31 AM,Stock,招商,CNY,SZ,四川双马,935,B,C,1000,1,26.8,26800,26800,0,5.36,0,-26805.36,-26.80536,23.06,23.06,-3745.36,0,-14.00%,SZ000935
2017/1/9,9:32 AM,Stock,招商,CNY,SZ,中科创达,300496,B,C,1000,1,44.94,44940,44940,0,8.99,0,-44948.99,-44.948988,27.42,26.81,-18138.988,-610,-40.40%,SZ300496
2017/1/9,9:32 AM,Stock,招商,CNY,SZ,四川双马,935,B,C,1000,1,26.58,26580,26580,0,5.32,0,-26585.32,-26.585316,23.06,23.06,-3525.316,0,-13.30%,SZ000935
2017/1/9,9:34 AM,Stock,招商,CNY,SZ,中科创达,300496,B,C,1000,1,45.12,45120,45120,0,9.02,0,-45129.02,-45.129024,27.42,26.81,-18319.024,-610,-40.60%,SZ300496
2017/1/9,9:35 AM,Stock,招商,CNY,SZ,四川双马,935,B,C,1000,1,26.46,26460,26460,0,5.29,0,-26465.29,-26.465292,23.06,23.06,-3405.292,0,-12.90%,SZ000935
2017/1/9,9:42 AM,Stock,招商,CNY,SH,通化东宝,600867,B,C,2000,1,21.03,42060,42060,0.84,8.41,0,-42069.25,-21.0346266,17.75,18.18,-5709.2532,860,-13.60%,SH600867
2017/1/9,9:44 AM,Stock,招商,CNY,SH,通化东宝,600867,B,C,2000,1,21.08,42160,42160,0.84,8.43,0,-42169.28,-21.0846376,17.75,18.18,-5809.2752,860,-13.80%,SH600867
2017/1/9,2:50 PM,Stock,招商,CNY,SZ,广电运通,2152,S,C,-3000,1,13.85,-41550,41550,0,8.31,41.55,41500.14,-13.83338,7.79,7.64,18580.14,450,44.70%,SZ002152
2017/1/9,2:50 PM,Stock,招商,CNY,SZ,汇川技术,300124,S,C,-4000,1,19.77,-79080,79080,0,15.82,79.08,78985.1,-19.746276,25.02,24.73,-19934.896,1160,-25.20%,SZ300124
2017/1/10,2:53 PM,Stock,招商,CNY,SH,通化东宝,600867,S,C,-4000,1,20.72,-82880,82880,1.66,16.58,82.88,82778.89,-20.6947216,17.75,18.18,10058.8864,-1720,12.10%,SH600867
2017/1/10,2:53 PM,Stock,招商,CNY,SZ,四川双马,935,S,C,-3000,1,26.18,-78540,78540,0,15.71,78.54,78445.75,-26.148584,23.06,23.06,9265.752,0,11.80%,SZ000935
2017/1/10,2:52 PM,Stock,招商,CNY,SZ,中科创达,300496,S,C,-3000,1,39.84,-119520,119520,0,23.9,119.52,119376.58,-39.792192,27.42,26.81,38946.576,1830,32.60%,SZ300496
2017/1/12,9:27 AM,Stock,招商,CNY,SZ,越秀金控,987,B,C,3000,1,15.46,46380,46380,0,9.28,0,-46389.28,-15.463092,11.23,10.85,-13839.276,-1140,-29.80%,SZ000987
2017/1/12,9:27 AM,Stock,招商,CNY,SZ,越秀金控,987,B,C,3000,1,15.46,46380,46380,0,9.28,0,-46389.28,-15.463092,11.23,10.85,-13839.276,-1140,-29.80%,SZ000987
2017/1/12,9:31 AM,Stock,招商,CNY,SZ,必康股份,2411,B,C,3000,1,28.01,84030,84030,0,16.81,0,-84046.81,-28.015602,25.72,24.78,-9706.806,-2820,-11.60%,SZ002411
2017/1/12,9:32 AM,Stock,招商,CNY,SZ,必康股份,2411,B,C,2000,1,28.11,56220,56220,0,11.24,0,-56231.24,-28.115622,25.72,24.78,-6671.244,-1880,-11.90%,SZ002411
2017/1/12,9:34 AM,Stock,招商,CNY,SZ,必康股份,2411,B,C,1000,1,28.05,28050,28050,0,5.61,0,-28055.61,-28.05561,25.72,24.78,-3275.61,-940,-11.70%,SZ002411
2017/1/12,9:37 AM,Stock,招商,CNY,SZ,越秀金控,987,B,C,2000,1,15.27,30540,30540,0,6.11,0,-30546.11,-15.273054,11.23,10.85,-8846.108,-760,-29.00%,SZ000987
2017/1/12,9:39 AM,Stock,招商,CNY,SZ,越秀金控,987,B,C,2000,1,15.3,30600,30600,0,6.12,0,-30606.12,-15.30306,11.23,10.85,-8906.12,-760,-29.10%,SZ000987
2017/1/12,10:17 AM,Stock,招商,CNY,SH,上海医药,601607,B,C,5000,1,20.44,102200,102200,2.04,20.44,0,-102222.48,-20.4444968,26,26.13,28427.516,650,27.80%,SH601607
2017/1/12,10:18 AM,Stock,招商,CNY,SZ,中航机电,2013,B,C,3000,1,18.93,56790,56790,0,11.36,0,-56801.36,-18.933786,11.3,11.22,-23141.358,-240,-40.70%,SZ002013
2017/1/12,10:20 AM,Stock,招商,CNY,SZ,鞍钢股份,898,B,C,3000,1,5.51,16530,16530,0,5,0,-16535,-5.511666667,7.57,6.89,4135,-2040,25.00%,SZ000898
2017/1/12,10:23 AM,Stock,招商,CNY,SZ,中航机电,2013,B,C,3000,1,18.94,56820,56820,0,11.36,0,-56831.36,-18.943788,11.3,11.22,-23171.364,-240,-40.80%,SZ002013
2017/1/12,10:28 AM,Stock,招商,CNY,SZ,中航机电,2013,B,C,1000,1,18.68,18680,18680,0,5,0,-18685,-18.685,11.3,11.22,-7465,-80,-40.00%,SZ002013
2017/1/12,10:52 AM,Stock,招商,CNY,SH,宝钢股份,600019,B,C,10000,1,6.87,68700,68700,1.37,13.74,0,-68715.11,-6.8715114,8.22,7.71,8384.886,-5100,12.20%,SH600019
2017/1/12,1:24 PM,Stock,招商,CNY,SH,宝钢股份,600019,B,C,10000,1,6.79,67900,67900,1.36,13.58,0,-67914.94,-6.7914938,8.22,7.71,9185.062,-5100,13.50%,SH600019
2017/1/12,1:29 PM,Stock,招商,CNY,SH,宝钢股份,600019,B,C,2000,1,6.77,13540,13540,0.27,5,0,-13545.27,-6.7726354,8.22,7.71,1874.7292,-1020,13.80%,SH600019
2017/1/12,1:31 PM,Stock,招商,CNY,SZ,越秀金控,987,B,C,1000,1,15.2,15200,15200,0,5,0,-15205,-15.205,11.23,10.85,-4355,-380,-28.70%,SZ000987
2017/1/12,1:39 PM,Stock,招商,CNY,SH,宝钢股份,600019,B,C,2000,1,6.68,13360,13360,0.27,5,0,-13365.27,-6.6826336,8.22,7.71,2054.7328,-1020,15.40%,SH600019
2017/1/12,1:39 PM,Stock,招商,CNY,SZ,越秀金控,987,B,C,2000,1,15.03,30060,30060,0,6.01,0,-30066.01,-15.033006,11.23,10.85,-8366.012,-760,-27.80%,SZ000987
2017/1/12,1:40 PM,Stock,招商,CNY,SH,上海医药,601607,B,C,2000,1,20.27,40540,40540,0.81,8.11,0,-40548.92,-20.2744594,26,26.13,11711.0812,260,28.90%,SH601607
2017/1/12,1:41 PM,Stock,招商,CNY,SH,宝钢股份,600019,B,C,2000,1,6.71,13420,13420,0.27,5,0,-13425.27,-6.7126342,8.22,7.71,1994.7316,-1020,14.90%,SH600019
2017/1/12,1:44 PM,Stock,招商,CNY,SZ,太钢不锈,825,B,C,3000,1,5.17,15510,15510,0,5,0,-15515,-5.171666667,5.6,5.1,-215,-1500,-1.40%,SZ000825
2017/1/12,1:48 PM,Stock,招商,CNY,SH,宝钢股份,600019,B,C,2000,1,6.76,13520,13520,0.27,5,0,-13525.27,-6.7626352,8.22,7.71,1894.7296,-1020,14.00%,SH600019
2017/1/13,1:45 PM,Stock,招商,CNY,SZ,太钢不锈,825,S,C,-3000,1,4.77,-14310,14310,0,5,14.31,14290.69,-4.763563333,5.6,5.1,-1009.31,1500,-7.10%,SZ000825
2017/1/13,1:45 PM,Stock,招商,CNY,SZ,越秀金控,987,S,C,-13000,1,14.14,-183820,183820,0,36.76,183.82,183599.42,-14.123032,11.23,10.85,42549.416,4940,23.10%,SZ000987
2017/1/13,1:47 PM,Stock,招商,CNY,SH,宝钢股份,600019,S,C,-28000,1,6.85,-191800,191800,3.84,38.36,191.8,191566,-6.841643,8.22,7.71,-24313.996,14280,-12.70%,SH600019
2017/1/13,1:58 PM,Stock,招商,CNY,SZ,鞍钢股份,898,S,C,-3000,1,5.5,-16500,16500,0,5,16.5,16478.5,-5.492833333,7.57,6.89,-4191.5,2040,-25.40%,SZ000898
2017/1/13,2:18 PM,Stock,招商,CNY,SZ,中航机电,2013,S,C,-7000,1,18.3,-128100,128100,0,25.62,128.1,127946.28,-18.27804,11.3,11.22,49406.28,560,38.60%,SZ002013
2017/1/13,2:18 PM,Stock,招商,CNY,SZ,必康股份,2411,S,C,-6000,1,27.77,-166620,166620,0,33.32,166.62,166420.06,-27.736676,25.72,24.78,17740.056,5640,10.60%,SZ002411
2017/1/13,2:18 PM,Stock,招商,CNY,SH,上海医药,601607,S,C,-7000,1,20.16,-141120,141120,2.82,28.22,141.12,140947.83,-20.1354048,26,26.13,-41962.1664,-910,-29.70%,SH601607
2017/1/19,9:32 AM,Stock,招商,CNY,SZ,#N/A,300586,S,C,-500,1,32.55,-16275,16275,0,5,16.28,16253.72,-32.50744,0,0,16253.72,0,99.90%,SZ300586
2017/1/20,9:39 AM,Stock,招商,CNY,SH,中远海控,601919,B,C,5000,1,5.47,27350,27350,0.55,5.47,0,-27356.02,-5.4712034,7.98,7.32,9243.983,-3300,33.80%,SH601919
2017/1/23,9:33 AM,Stock,招商,CNY,SZ,华闻传媒,793,B,C,2000,1,10.39,20780,20780,0,5,0,-20785,-10.3925,10.57,10.47,155,-200,0.70%,SZ000793
2017/1/23,9:37 AM,Stock,招商,CNY,SZ,四维图新,2405,B,C,1500,1,18.89,28335,28335,0,5.67,0,-28340.67,-18.893778,19.19,18.38,-770.667,-1215,-2.70%,SZ002405
2017/1/23,9:38 AM,Stock,招商,CNY,SH,中国动力,600482,B,C,600,1,31.3,18780,18780,0.38,5,0,-18785.38,-31.30895933,24.45,24.26,-4229.3756,-114,-22.50%,SH600482
2017/1/23,9:38 AM,Stock,招商,CNY,SZ,华闻传媒,793,B,C,1500,1,10.36,15540,15540,0,5,0,-15545,-10.36333333,10.57,10.47,160,-150,1.00%,SZ000793
2017/1/23,9:44 AM,Stock,招商,CNY,SZ,四维图新,2405,B,C,1000,1,18.99,18990,18990,0,5,0,-18995,-18.995,19.19,18.38,-615,-810,-3.20%,SZ002405
2017/1/23,11:21 AM,Stock,招商,CNY,SZ,泸州老窖,568,B,C,1000,1,34.25,34250,34250,0,6.85,0,-34256.85,-34.25685,58.13,56.59,22333.15,-1540,65.20%,SZ000568
2017/1/23,11:22 AM,Stock,招商,CNY,SZ,泸州老窖,568,B,C,1000,1,34.27,34270,34270,0,6.85,0,-34276.85,-34.276854,58.13,56.59,22313.146,-1540,65.10%,SZ000568
2017/1/23,11:28 AM,Stock,招商,CNY,SZ,江铃汽车,550,B,C,2000,1,29.14,58280,58280,0,11.66,0,-58291.66,-29.145828,20.35,19.96,-18371.656,-780,-31.50%,SZ000550
2017/1/23,11:29 AM,Stock,招商,CNY,SH,贵州茅台,600519,B,C,100,1,352.23,35223,35223,0.7,7.04,0,-35230.75,-352.3074906,491.63,484.06,13175.25094,-757,37.40%,SH600519
2017/1/23,1:50 PM,Stock,招商,CNY,SZ,云南白药,538,B,C,400,1,73.98,29592,29592,0,5.92,0,-29597.92,-73.994796,88.9,88.9,5962.0816,0,20.10%,SZ000538
2017/1/23,1:52 PM,Stock,招商,CNY,SH,贵州茅台,600519,B,C,100,1,350.14,35014,35014,0.7,7,0,-35021.7,-350.2170308,491.63,484.06,13384.29692,-757,38.20%,SH600519
2017/1/23,1:58 PM,Stock,招商,CNY,SZ,金风科技,2202,B,C,2000,1,16.53,33060,33060,0,6.61,0,-33066.61,-16.533306,15.11,14.87,-3326.612,-480,-10.10%,SZ002202
2017/1/24,9:37 AM,Stock,招商,CNY,SZ,大族激光,2008,B,C,1000,1,22.2,22200,22200,0,5,0,-22205,-22.205,35.19,35.19,12985,0,58.50%,SZ002008
2017/1/24,9:38 AM,Stock,招商,CNY,SZ,华闻传媒,793,S,C,-1700,1,10.87,-18479,18479,0,5,18.48,18455.52,-10.85618824,10.57,10.47,656.52,170,3.60%,SZ000793
2017/1/24,9:38 AM,Stock,招商,CNY,SH,中远海控,601919,S,C,-5000,1,5.49,-27450,27450,0.55,5.49,27.45,27416.51,-5.4833022,7.98,7.32,-9183.489,3300,-33.50%,SH601919
2017/1/24,9:46 AM,Stock,招商,CNY,SH,贵州茅台,600519,B,C,100,1,350,35000,35000,0.7,7,0,-35007.7,-350.077,491.63,484.06,13398.3,-757,38.30%,SH600519
2017/1/24,9:47 AM,Stock,招商,CNY,SZ,泸州老窖,568,S,C,-2000,1,34.35,-68700,68700,0,13.74,68.7,68617.56,-34.30878,58.13,56.59,-44562.44,3080,-64.90%,SZ000568
2017/1/24,9:56 AM,Stock,招商,CNY,SH,红阳能源,600758,B,C,2000,1,11.14,22280,22280,0.45,5,0,-22285.45,-11.1427228,11,10,-2285.4456,-2000,-10.30%,SH600758
2017/1/24,10:12 AM,Stock,招商,CNY,SH,红阳能源,600758,B,C,1000,1,11.05,11050,11050,0.22,5,0,-11055.22,-11.055221,11,10,-1055.221,-1000,-9.50%,SH600758
2017/1/24,1:44 PM,Stock,招商,CNY,SZ,云南白药,538,B,C,400,1,73.05,29220,29220,0,5.84,0,-29225.84,-73.06461,88.9,88.9,6334.156,0,21.70%,SZ000538
2017/1/24,2:13 PM,Stock,招商,CNY,SZ,江铃汽车,550,S,C,-2000,1,29.54,-59080,59080,0,11.82,59.08,59009.1,-29.504552,20.35,19.96,19089.104,780,32.30%,SZ000550
