Date,Time,Type,Broker,Currency,Exchage,Name,Ticker,Direction,Trade Status,Volume,Multiplier,Price,Cost,Abs(cost),过户费,Brokerage,印花税,Net Cost,Net Unit cost,CloseY,Current Cost,Unrealized PL,MTM,Unr/Delta,FullTicker
2017/4/13,10:15:13,Stock,招商,CNY,SH,杭州银行,600926,S,C,-500,1,22.23,-11115,11115,0.22,5,11.12,11098.66,-22.1973154,14.7,14.42,3888.6577,140,35.00%,SH600926
2017/4/13,10:15:06,Stock,招商,CNY,SZ,中航机电,2013,S,C,-1300,1,18.76,-24388,24388,0,5,24.39,24358.61,-18.73739231,11.3,11.22,9772.61,104,40.10%,SZ002013
2017/4/13,10:14:48,Stock,招商,CNY,SH,广深铁路,601333,S,C,-8000,1,5.51,-44080,44080,0.88,8.82,44.08,44026.22,-5.5032778,5.26,5.08,3386.2224,1440,7.70%,SH601333
2017/4/13,10:14:36,Stock,招商,CNY,SH,中国船舶,600150,S,C,-1800,1,31.2,-56160,56160,1.12,11.23,56.16,56091.48,-31.161936,23.95,23.72,13395.4848,414,23.90%,SH600150
2017/4/13,10:14:28,Stock,招商,CNY,SZ,索菲亚,2572,S,C,-1100,1,67.73,-74503,74503,0,14.9,74.5,74413.6,-67.64872673,39.29,39.07,31436.5994,242,42.20%,SZ002572
2017/4/14,14:56:29,Stock,招商,CNY,SZ,东方雨虹,2271,S,C,-900,1,28.18,-25362,25362,0,5.07,25.36,25331.57,-28.14618622,35.9,35.5,-6618.4324,360,-26.10%,SZ002271
2017/4/14,14:56:02,Stock,招商,CNY,SH,中国国旅,601888,S,C,-400,1,50.63,-20252,20252,0.41,5,20.25,20226.34,-50.5658624,28.19,27.85,9086.34496,136,44.90%,SH601888
2017/4/14,14:55:50,Stock,招商,CNY,SZ,新研股份,300159,S,C,-1100,1,15.26,-16786,16786,0,5,16.79,16764.21,-15.24019091,12.3,12.16,3388.21,154,20.20%,SZ300159
2017/4/14,14:53:44,Stock,招商,CNY,SZ,东方园林,2310,S,C,-1300,1,18.43,-23959,23959,0,5,23.96,23930.04,-18.40772308,16.93,17.58,1076.04,-845,4.50%,SZ002310
2017/4/14,14:53:01,Stock,招商,CNY,SZ,东方园林,2310,S,C,-1400,1,18.4,-25760,25760,0,5.15,25.76,25729.09,-18.37792,16.93,17.58,1117.088,-910,4.30%,SZ002310
2017/4/14,14:52:38,Stock,招商,CNY,SH,中国国旅,601888,S,C,-500,1,50.5,-25250,25250,0.51,5.05,25.25,25219.2,-50.43839,28.19,27.85,11294.195,170,44.70%,SH601888
2017/4/14,14:52:31,Stock,招商,CNY,SZ,新研股份,300159,S,C,-1100,1,15.25,-16775,16775,0,5,16.78,16753.22,-15.2302,12.3,12.16,3377.22,154,20.10%,SZ300159
2017/4/14,14:52:14,Stock,招商,CNY,SZ,东方雨虹,2271,S,C,-900,1,28.19,-25371,25371,0,5.07,25.37,25340.56,-28.15617311,35.9,35.5,-6609.4442,360,-26.10%,SZ002271
2017/4/14,14:33:08,Stock,招商,CNY,SZ,东方园林,2310,B,C,2700,1,18.28,49356,49356,0,9.87,0,-49365.87,-18.283656,16.93,17.58,-1899.8712,1755,-3.80%,SZ002310
2017/4/14,14:32:47,Stock,招商,CNY,SZ,神州高铁,8,B,C,5600,1,8.82,49392,49392,0,9.88,0,-49401.88,-8.821764,7.64,7.75,-6001.8784,616,-12.20%,SZ000008
2017/4/14,14:10:32,Stock,招商,CNY,SZ,神州高铁,8,B,C,5600,1,8.83,49448,49448,0,9.89,0,-49457.89,-8.831766,7.64,7.75,-6057.8896,616,-12.30%,SZ000008
2017/4/14,14:05:28,Stock,招商,CNY,SZ,神州高铁,8,B,C,5600,1,8.86,49616,49616,0,9.92,0,-49625.92,-8.861772,7.64,7.75,-6225.9232,616,-12.50%,SZ000008
2017/4/14,10:16:56,Stock,招商,CNY,SZ,东方园林,2310,S,C,-2700,1,18.39,-49653,49653,0,9.93,49.65,49593.42,-18.36793311,16.93,17.58,2127.4194,-1755,4.30%,SZ002310
2017/4/14,10:16:37,Stock,招商,CNY,SZ,东方雨虹,2271,S,C,-1800,1,27.98,-50364,50364,0,10.07,50.36,50303.57,-27.94642622,35.9,35.5,-13596.4328,720,-27.00%,SZ002271
2017/4/17,14:58:14,Stock,招商,CNY,SZ,神州高铁,8,S,C,-8800,1,8.88,-78144,78144,0,15.63,78.14,78050.23,-8.869344455,7.64,7.75,9850.2312,-968,12.60%,SZ000008
2017/4/17,14:57:44,Stock,招商,CNY,SH,中化国际,600500,B,C,4300,1,11.62,49966,49966,1,9.99,0,-49976.99,-11.6225564,10.72,10.12,-6460.99252,-2580,-12.90%,SH600500
2017/4/17,14:52:52,Stock,招商,CNY,SZ,东方园林,2310,S,C,-2700,1,18.51,-49977,49977,0,10,49.98,49917.02,-18.48778689,16.93,17.58,2451.0246,-1755,4.90%,SZ002310
2017/4/17,14:24:13,Stock,招商,CNY,SH,中化国际,600500,B,C,2000,1,11.71,23420,23420,0.47,5,0,-23425.47,-11.7127342,10.72,10.12,-3185.4684,-1200,-13.60%,SH600500
2017/4/17,14:19:41,Stock,招商,CNY,SH,中化国际,600500,B,C,2000,1,11.73,23460,23460,0.47,5,0,-23465.47,-11.7327346,10.72,10.12,-3225.4692,-1200,-13.70%,SH600500
2017/4/17,13:26:48,Stock,招商,CNY,SH,中化国际,600500,B,C,4200,1,11.77,49434,49434,0.99,9.89,0,-49444.88,-11.7725894,10.72,10.12,-6940.87548,-2520,-14.00%,SH600500
2017/4/17,13:26:05,Stock,招商,CNY,SZ,神州高铁,8,B,C,2000,1,8.81,17620,17620,0,5,0,-17625,-8.8125,7.64,7.75,-2125,220,-12.10%,SZ000008
2017/4/17,13:25:35,Stock,招商,CNY,SH,中化国际,600500,B,C,4200,1,11.76,49392,49392,0.99,9.88,0,-49402.87,-11.7625872,10.72,10.12,-6898.86624,-2520,-14.00%,SH600500
2017/4/17,13:25:14,Stock,招商,CNY,SH,中化国际,600500,B,C,4200,1,11.76,49392,49392,0.99,9.88,0,-49402.87,-11.7625872,10.72,10.12,-6898.86624,-2520,-14.00%,SH600500
2017/4/17,13:25:00,Stock,招商,CNY,SZ,天齐锂业,2466,B,C,1000,1,49.38,49380,49380,0,9.88,0,-49389.88,-49.389876,63.39,60.8,11410.124,-2590,23.10%,SZ002466
2017/4/17,13:24:35,Stock,招商,CNY,SZ,天齐锂业,2466,B,C,1000,1,49.39,49390,49390,0,9.88,0,-49399.88,-49.399878,63.39,60.8,11400.122,-2590,23.10%,SZ002466
2017/4/17,13:02:47,Stock,招商,CNY,SH,中化国际,600500,B,C,4200,1,11.76,49392,49392,0.99,9.88,0,-49402.87,-11.7625872,10.72,10.12,-6898.86624,-2520,-14.00%,SH600500
2017/4/17,11:29:59,Stock,招商,CNY,SZ,神州高铁,8,B,C,1000,1,8.8,8800,8800,0,5,0,-8805,-8.805,7.64,7.75,-1055,110,-12.00%,SZ000008
2017/4/17,11:26:50,Stock,招商,CNY,SZ,天齐锂业,2466,B,C,300,1,49.48,14844,14844,0,5,0,-14849,-49.49666667,63.39,60.8,3391,-777,22.80%,SZ002466
2017/4/17,11:26:16,Stock,招商,CNY,SZ,神州高铁,8,B,C,2500,1,8.8,22000,22000,0,5,0,-22005,-8.802,7.64,7.75,-2630,275,-12.00%,SZ000008
2017/4/17,11:26:06,Stock,招商,CNY,SZ,天齐锂业,2466,B,C,500,1,49.45,24725,24725,0,5,0,-24730,-49.46,63.39,60.8,5670,-1295,22.90%,SZ002466
2017/4/17,11:25:43,Stock,招商,CNY,SZ,赣锋锂业,2460,B,C,1100,1,42.06,46266,46266,0,9.25,0,-46275.25,-42.068412,63.85,62.1,22034.7468,-1925,47.60%,SZ002460
2017/4/17,11:25:06,Stock,招商,CNY,SH,中化国际,600500,B,C,4200,1,11.8,49560,49560,0.99,9.91,0,-49570.9,-11.802596,10.72,10.12,-7066.9032,-2520,-14.30%,SH600500
2017/4/17,11:23:43,Stock,招商,CNY,SZ,天齐锂业,2466,B,C,1000,1,49.86,49860,49860,0,9.97,0,-49869.97,-49.869972,63.39,60.8,10930.028,-2590,21.90%,SZ002466
2017/4/17,11:22:56,Stock,招商,CNY,SZ,东方园林,2310,B,C,2700,1,18.46,49842,49842,0,9.97,0,-49851.97,-18.463692,16.93,17.58,-2385.9684,1755,-4.80%,SZ002310
2017/4/17,11:22:32,Stock,招商,CNY,SZ,神州高铁,8,B,C,5600,1,8.83,49448,49448,0,9.89,0,-49457.89,-8.831766,7.64,7.75,-6057.8896,616,-12.30%,SZ000008
2017/4/18,14:59:03,Stock,招商,CNY,SZ,天齐锂业,2466,S,C,-1900,1,50.27,-95513,95513,0,19.1,95.51,95398.39,-50.20967758,63.39,60.8,-20121.6126,4921,-21.10%,SZ002466
2017/4/18,14:57:24,Stock,招商,CNY,SH,中化国际,600500,S,C,-10300,1,11.79,-121437,121437,2.43,24.29,121.44,121288.84,-11.77561591,10.72,10.12,17052.84386,6180,14.00%,SH600500
2017/4/18,14:56:54,Stock,招商,CNY,SZ,天齐锂业,2466,S,C,-100,1,50.29,-5029,5029,0,5,5.03,5018.97,-50.1897,63.39,60.8,-1061.03,259,-21.10%,SZ002466
2017/4/18,14:56:34,Stock,招商,CNY,SH,中化国际,600500,S,C,-9000,1,11.79,-106110,106110,2.12,21.22,106.11,105980.55,-11.7756162,10.72,10.12,14900.5458,5400,14.00%,SH600500
2017/4/18,14:56:11,Stock,招商,CNY,SZ,东方园林,2310,S,C,-1400,1,18.75,-26250,26250,0,5.25,26.25,26218.5,-18.7275,16.93,17.58,1606.5,-910,6.10%,SZ002310
2017/4/18,14:49:42,Stock,招商,CNY,SH,长久物流,603569,B,C,1300,1,37.57,48841,48841,0.98,9.77,0,-48851.75,-37.5782654,29.25,29.38,-10657.74502,169,-21.80%,SH603569
2017/4/18,14:42:14,Stock,招商,CNY,SZ,碧水源,300070,B,C,2400,1,20.576,49382.4,49382.4,0,9.88,0,-49392.28,-20.5801152,18.79,18.74,-4416.27648,-120,-8.90%,SZ300070
2017/4/18,14:22:33,Stock,招商,CNY,SZ,碧水源,300070,B,C,2400,1,20.63,49512,49512,0,9.9,0,-49521.9,-20.634126,18.79,18.74,-4545.9024,-120,-9.20%,SZ300070
2017/4/18,14:20:48,Stock,招商,CNY,SZ,碧水源,300070,B,C,2400,1,20.65,49560,49560,0,9.91,0,-49569.91,-20.65413,18.79,18.74,-4593.912,-120,-9.30%,SZ300070
2017/4/18,14:16:34,Stock,招商,CNY,SZ,碧水源,300070,B,C,2400,1,20.63,49512,49512,0,9.9,0,-49521.9,-20.634126,18.79,18.74,-4545.9024,-120,-9.20%,SZ300070
2017/4/18,14:12:33,Stock,招商,CNY,SZ,碧水源,300070,B,C,1200,1,20.78,24936,24936,0,5,0,-24941,-20.78416667,18.79,18.74,-2453,-60,-9.80%,SZ300070
2017/4/18,14:02:20,Stock,招商,CNY,SZ,碧水源,300070,B,C,2400,1,20.8,49920,49920,0,9.98,0,-49929.98,-20.80416,18.79,18.74,-4953.984,-120,-9.90%,SZ300070
2017/4/18,14:00:43,Stock,招商,CNY,SZ,碧水源,300070,B,C,2400,1,20.78,49872,49872,0,9.97,0,-49881.97,-20.784156,18.79,18.74,-4905.9744,-120,-9.80%,SZ300070
2017/4/18,11:12:00,Stock,招商,CNY,SH,中船防务,600685,B,C,600,1,37.54,22524,22524,0.45,5,0,-22529.45,-37.54908413,26.01,26.3,-6749.45048,174,-30.00%,SH600685
2017/4/18,10:33:44,Stock,招商,CNY,SH,中化国际,600500,S,C,-10000,1,11.87,-118700,118700,2.37,23.74,118.7,118555.19,-11.8555186,10.72,10.12,17355.186,6000,14.60%,SH600500
2017/4/18,9:54:23,Stock,招商,CNY,SH,中船防务,600685,B,C,1300,1,37.8,49140,49140,0.98,9.83,0,-49150.81,-37.808316,26.01,26.3,-14960.8108,377,-30.40%,SH600685
2017/4/18,9:49:54,Stock,招商,CNY,SH,中船防务,600685,B,C,1300,1,38.06,49478,49478,0.99,9.9,0,-49488.89,-38.0683732,26.01,26.3,-15298.88516,377,-30.90%,SH600685
2017/4/18,9:45:54,Stock,招商,CNY,SH,中船防务,600685,B,C,1300,1,38.138,49579.4,49579.4,0.99,9.92,0,-49590.31,-38.14639036,26.01,26.3,-15400.30747,377,-31.10%,SH600685
2017/4/19,14:57:09,Stock,招商,CNY,SZ,碧水源,300070,S,C,-2000,1,22.03,-44060,44060,0,8.81,44.06,44007.13,-22.003564,18.79,18.74,6527.128,100,14.80%,SZ300070
2017/4/19,14:54:28,Stock,招商,CNY,SZ,神州高铁,8,S,C,-2600,1,8.71,-22646,22646,0,5,22.65,22618.35,-8.699365385,7.64,7.75,2468.35,-286,10.90%,SZ000008
2017/4/19,14:50:11,Stock,招商,CNY,SZ,神州高铁,8,S,C,-5000,1,8.71,-43550,43550,0,8.71,43.55,43497.74,-8.699548,7.64,7.75,4747.74,-550,10.90%,SZ000008
2017/4/19,14:49:32,Stock,招商,CNY,SZ,东方园林,2310,S,C,-600,1,18.66,-11196,11196,0,5,11.2,11179.8,-18.633,16.93,17.58,631.8,-390,5.60%,SZ002310
2017/4/19,14:49:21,Stock,招商,CNY,SZ,神州高铁,8,S,C,-9000,1,8.71,-78390,78390,0,15.68,78.39,78295.93,-8.699548,7.64,7.75,8545.932,-990,10.90%,SZ000008
2017/4/19,14:47:47,Stock,招商,CNY,SZ,天齐锂业,2466,S,C,-900,1,50.11,-45099,45099,0,9.02,45.1,45044.88,-50.04986689,63.39,60.8,-9675.1198,2331,-21.50%,SZ002466
2017/4/19,14:45:34,Stock,招商,CNY,SZ,碧水源,300070,S,C,-4000,1,21.78,-87120,87120,0,17.42,87.12,87015.46,-21.753864,18.79,18.74,12055.456,200,13.80%,SZ300070
2017/4/19,14:45:14,Stock,招商,CNY,SH,中船防务,600685,S,C,-2500,1,36.22,-90550,90550,1.81,18.11,90.55,90439.53,-36.1758116,26.01,26.3,24689.529,-725,27.30%,SH600685
2017/4/19,14:45:01,Stock,招商,CNY,SH,长久物流,603569,S,C,-600,1,39.78,-23868,23868,0.48,5,23.87,23838.65,-39.73108773,29.25,29.38,6210.65264,-78,26.00%,SH603569
2017/4/19,14:44:50,Stock,招商,CNY,SZ,赣锋锂业,2460,S,C,-1100,1,41.42,-45562,45562,0,9.11,45.56,45507.33,-41.37029782,63.85,62.1,-22802.6724,1925,-50.00%,SZ002460
2017/4/19,14:11:44,Stock,招商,CNY,SH,中船防务,600685,S,C,-2000,1,36.22,-72440,72440,1.45,14.49,72.44,72351.62,-36.1758116,26.01,26.3,19751.6232,-580,27.30%,SH600685
2017/4/19,14:11:27,Stock,招商,CNY,SH,长久物流,603569,S,C,-700,1,40.31,-28217,28217,0.56,5.64,28.22,28182.57,-40.26081751,29.25,29.38,7616.57226,-91,27.00%,SH603569
2017/4/19,14:11:11,Stock,招商,CNY,SZ,东方园林,2310,S,C,-700,1,18.49,-12943,12943,0,5,12.94,12925.06,-18.46437143,16.93,17.58,619.06,-455,4.80%,SZ002310
2017/4/19,14:10:57,Stock,招商,CNY,SZ,天齐锂业,2466,S,C,-900,1,49.52,-44568,44568,0,8.91,44.57,44514.52,-49.46057378,63.39,60.8,-10205.4836,2331,-22.90%,SZ002466
2017/4/19,10:35:25,Stock,招商,CNY,SZ,碧水源,300070,S,C,-7600,1,21.22,-161272,161272,0,32.25,161.27,161078.48,-21.19453626,18.79,18.74,18654.4756,380,11.60%,SZ300070
2017/4/20,13:38:42,Stock,招商,CNY,SH,中国国旅,601888,B,C,900,1,52.83,47547,47547,0.95,9.51,0,-47557.46,-52.8416226,28.19,27.85,-22492.46034,-306,-47.30%,SH601888
2017/4/20,14:24:05,Stock,招商,CNY,SZ,利亚德,300296,B,C,1200,1,41.5,49800,49800,0,9.96,0,-49809.96,-41.5083,17.18,17.43,-28893.96,300,-58.00%,SZ300296
2017/4/20,13:49:07,Stock,招商,CNY,SZ,神雾环保,300156,B,C,1500,1,32.95,49425,49425,0,9.89,0,-49434.89,-32.95659,24.16,24.16,-13194.885,0,-26.70%,SZ300156
2017/4/20,14:26:26,Stock,招商,CNY,SZ,汇川技术,300124,B,C,2100,1,22.76,47796,47796,0,9.56,0,-47805.56,-22.764552,25.02,24.73,4127.4408,-609,8.60%,SZ300124
2017/4/20,14:02:47,Stock,招商,CNY,SZ,汇川技术,300124,B,C,2100,1,22.76,47796,47796,0,9.56,0,-47805.56,-22.764552,25.02,24.73,4127.4408,-609,8.60%,SZ300124
2017/4/20,14:01:46,Stock,招商,CNY,SZ,汇川技术,300124,B,C,2100,1,22.81,47901,47901,0,9.58,0,-47910.58,-22.814562,25.02,24.73,4022.4198,-609,8.40%,SZ300124
2017/4/20,13:59:42,Stock,招商,CNY,SZ,汇川技术,300124,B,C,2100,1,22.88,48048,48048,0,9.61,0,-48057.61,-22.884576,25.02,24.73,3875.3904,-609,8.10%,SZ300124
2017/4/20,13:57:58,Stock,招商,CNY,SZ,汇川技术,300124,B,C,2100,1,22.89,48069,48069,0,9.61,0,-48078.61,-22.894578,25.02,24.73,3854.3862,-609,8.00%,SZ300124
2017/4/20,13:57:09,Stock,招商,CNY,SZ,汇川技术,300124,B,C,2100,1,22.89,48069,48069,0,9.61,0,-48078.61,-22.894578,25.02,24.73,3854.3862,-609,8.00%,SZ300124
2017/4/20,13:51:59,Stock,招商,CNY,SZ,汇川技术,300124,B,C,2100,1,23.02,48342,48342,0,9.67,0,-48351.67,-23.024604,25.02,24.73,3581.3316,-609,7.40%,SZ300124
2017/4/20,14:22:03,Stock,招商,CNY,SZ,美年健康,2044,B,C,3400,1,14.64,49776,49776,0,9.96,0,-49785.96,-14.642928,15.98,15.99,4580.0448,34,9.20%,SZ002044
2017/4/20,14:18:00,Stock,招商,CNY,SZ,美年健康,2044,B,C,3400,1,14.66,49844,49844,0,9.97,0,-49853.97,-14.662932,15.98,15.99,4512.0312,34,9.10%,SZ002044
2017/4/20,14:22:37,Stock,招商,CNY,SH,安信信托,600816,B,C,4400,1,11.2,49280,49280,0.99,9.86,0,-49290.84,-11.202464,14,14,12309.1584,0,25.00%,SH600816
2017/4/20,13:54:39,Stock,招商,CNY,SH,国投电力,600886,B,C,6700,1,7.36,49312,49312,0.99,9.86,0,-49322.85,-7.3616192,7.84,7.77,2736.15136,-469,5.50%,SH600886
2017/4/20,13:57:26,Stock,招商,CNY,SH,国投电力,600886,B,C,6800,1,7.35,49980,49980,1,10,0,-49991,-7.351617,7.84,7.77,2845.0044,-476,5.70%,SH600886
2017/4/21,14:58:31,Stock,招商,CNY,SZ,启迪桑德,826,B,C,800,1,36.2,28960,28960,0,5.79,0,-28965.79,-36.20724,32.67,32.5,-2965.792,-136,-10.20%,SZ000826
2017/4/21,14:50:17,Stock,招商,CNY,SZ,神雾环保,300156,S,C,-1500,1,32,-48000,48000,0,9.6,48,47942.4,-31.9616,24.16,24.16,11702.4,0,24.40%,SZ300156
2017/4/21,14:49:26,Stock,招商,CNY,SZ,碧水源,300070,S,C,-1000,1,21.33,-21330,21330,0,5,21.33,21303.67,-21.30367,18.79,18.74,2563.67,50,12.00%,SZ300070
2017/4/21,14:49:08,Stock,招商,CNY,SZ,汇川技术,300124,S,C,-3600,1,23.46,-84456,84456,0,16.89,84.46,84354.65,-23.43184689,25.02,24.73,-4673.3512,1044,-5.50%,SZ300124
2017/4/21,14:48:09,Stock,招商,CNY,SZ,神州高铁,8,S,C,-2500,1,8.72,-21800,21800,0,5,21.8,21773.2,-8.70928,7.64,7.75,2398.2,-275,11.00%,SZ000008
2017/4/21,14:47:27,Stock,招商,CNY,SZ,美年健康,2044,S,C,-3400,1,14.6,-49640,49640,0,9.93,49.64,49580.43,-14.58248,15.98,15.99,-4785.568,-34,-9.60%,SZ002044
2017/4/21,14:47:12,Stock,招商,CNY,SZ,利亚德,300296,S,C,-1200,1,40.92,-49104,49104,0,9.82,49.1,49045.08,-40.87089933,17.18,17.43,28129.0792,-300,57.30%,SZ300296
2017/4/21,14:47:04,Stock,招商,CNY,SH,中国国旅,601888,S,C,-400,1,53.24,-21296,21296,0.43,5,21.3,21269.27,-53.1731852,28.19,27.85,10129.27408,136,47.60%,SH601888
2017/4/21,14:46:55,Stock,招商,CNY,SH,安信信托,600816,S,C,-2200,1,11.27,-24794,24794,0.5,5,24.79,24763.71,-11.25623369,14,14,-6036.28588,0,-24.30%,SH600816
2017/4/21,14:46:35,Stock,招商,CNY,SH,国投电力,600886,S,C,-3300,1,7.45,-24585,24585,0.49,5,24.59,24554.92,-7.440884333,7.84,7.77,-1086.0817,231,-4.40%,SH600886
2017/4/21,14:46:31,Stock,招商,CNY,SH,国投电力,600886,S,C,-3200,1,7.46,-23872,23872,0.48,5,23.87,23842.65,-7.450828925,7.84,7.77,-1021.34744,224,-4.30%,SH600886
2017/4/21,14:46:14,Stock,招商,CNY,SZ,汇川技术,300124,S,C,-3600,1,23.49,-84564,84564,0,16.91,84.56,84462.53,-23.46181311,25.02,24.73,-4565.4728,1044,-5.40%,SZ300124
2017/4/21,14:17:37,Stock,招商,CNY,SZ,大族激光,2008,B,C,1900,1,26.23,49837,49837,0,9.97,0,-49846.97,-26.235246,35.19,35.19,17014.0326,0,34.10%,SZ002008
2017/4/21,14:13:05,Stock,招商,CNY,SZ,大族激光,2008,B,C,1800,1,26.33,47394,47394,0,9.48,0,-47403.48,-26.335266,35.19,35.19,15938.5212,0,33.60%,SZ002008
2017/4/21,13:46:15,Stock,招商,CNY,SZ,索菲亚,2572,B,C,600,1,72.67,43602,43602,0,8.72,0,-43610.72,-72.684534,39.29,39.07,-20168.7204,-132,-46.30%,SZ002572
2017/4/21,13:45:52,Stock,招商,CNY,SZ,索菲亚,2572,B,C,600,1,73,43800,43800,0,8.76,0,-43808.76,-73.0146,39.29,39.07,-20366.76,-132,-46.50%,SZ002572
2017/4/21,13:36:46,Stock,招商,CNY,SZ,索菲亚,2572,B,C,600,1,73.7,44220,44220,0,8.84,0,-44228.84,-73.71474,39.29,39.07,-20786.844,-132,-47.00%,SZ002572
2017/4/21,13:32:08,Stock,招商,CNY,SZ,启迪桑德,826,B,C,1300,1,36.25,47125,47125,0,9.43,0,-47134.43,-36.25725,32.67,32.5,-4884.425,-221,-10.40%,SZ000826
2017/4/21,13:29:48,Stock,招商,CNY,SZ,启迪桑德,826,B,C,1300,1,36.3,47190,47190,0,9.44,0,-47199.44,-36.30726,32.67,32.5,-4949.438,-221,-10.50%,SZ000826
2017/4/21,10:07:55,Stock,招商,CNY,SZ,美年健康,2044,S,C,-3400,1,14.54,-49436,49436,0,9.89,49.44,49376.67,-14.52255082,15.98,15.99,-4989.3272,-34,-10.10%,SZ002044
2017/4/21,10:07:48,Stock,招商,CNY,SH,中国国旅,601888,S,C,-500,1,53.02,-26510,26510,0.53,5.3,26.51,26477.66,-52.9553156,28.19,27.85,12552.6578,170,47.40%,SH601888
2017/4/21,10:07:32,Stock,招商,CNY,SH,安信信托,600816,S,C,-2200,1,11.25,-24750,24750,0.5,5,24.75,24719.76,-11.23625227,14,14,-6080.245,0,-24.60%,SH600816
2017/4/21,10:07:20,Stock,招商,CNY,SH,国投电力,600886,S,C,-7000,1,7.54,-52780,52780,1.06,10.56,52.78,52715.61,-7.5308012,7.84,7.77,-1674.3916,490,-3.20%,SH600886
2017/4/21,10:07:05,Stock,招商,CNY,SZ,汇川技术,300124,S,C,-7500,1,23.381,-175357.5,175357.5,0,35.07,175.36,175147.07,-23.35294247,25.02,24.73,-10327.9315,2175,-5.90%,SZ300124
2017/4/21,10:06:56,Stock,招商,CNY,SZ,碧水源,300070,S,C,-1000,1,22.43,-22430,22430,0,5,22.43,22402.57,-22.40257,18.79,18.74,3662.57,50,16.30%,SZ300070
2017/4/24,14:52:59,Stock,招商,CNY,SH,中船防务,600685,B,C,1400,1,35.3,49420,49420,0.99,9.88,0,-49430.87,-35.307766,26.01,26.3,-12610.8724,406,-25.50%,SH600685
2017/4/24,14:52:18,Stock,招商,CNY,SZ,启迪桑德,826,S,C,-1700,1,35.41,-60197,60197,0,12.04,60.2,60124.76,-35.36750624,32.67,32.5,4874.7606,289,8.10%,SZ000826
2017/4/24,14:51:02,Stock,招商,CNY,SZ,大族激光,2008,S,C,-1900,1,26.48,-50312,50312,0,10.06,50.31,50251.63,-26.44822505,35.19,35.19,-16609.3724,0,-33.00%,SZ002008
2017/4/24,0:00,,,,SZ,索菲亚,2572,D,C,1800,1,0,0,0,0,0,0,0,0,39.29,39.07,70326,-396,#DIV/0!,SZ002572
2017/4/24,0:00,,,,SZ,索菲亚,2572,D,C,0,1,0,0,0,0,0,0,0,0,0,0,1260,0,#DIV/0!,SZ002572
2017/4/24,14:48:53,Stock,招商,CNY,SZ,索菲亚,2572,S,C,-3600,1,36.04,-129744,129744,0,25.95,129.74,129588.31,-35.99675311,39.29,39.07,-11063.6888,792,-8.50%,SZ002572
2017/4/24,13:50:00,Stock,招商,CNY,SH,中船防务,600685,B,C,1400,1,35.44,49616,49616,0.99,9.92,0,-49626.92,-35.4477968,26.01,26.3,-12806.91552,406,-25.80%,SH600685
2017/4/24,13:48:33,Stock,招商,CNY,SH,中船防务,600685,B,C,1400,1,35.68,49952,49952,1,9.99,0,-49962.99,-35.6878496,26.01,26.3,-13142.98944,406,-26.30%,SH600685
2017/4/24,13:45:56,Stock,招商,CNY,SH,中船防务,600685,B,C,1300,1,35.8,46540,46540,0.93,9.31,0,-46550.24,-35.807876,26.01,26.3,-12360.2388,377,-26.60%,SH600685
2017/4/24,13:43:21,Stock,招商,CNY,SH,中船防务,600685,B,C,1400,1,35.651,49911.4,49911.4,1,9.98,0,-49922.38,-35.65884322,26.01,26.3,-13102.38051,406,-26.30%,SH600685
2017/4/24,13:41:31,Stock,招商,CNY,SH,中船防务,600685,B,C,1300,1,35.83,46579,46579,0.93,9.32,0,-46589.25,-35.8378826,26.01,26.3,-12399.24738,377,-26.60%,SH600685
2017/4/24,13:38:14,Stock,招商,CNY,SH,中船防务,600685,B,C,1300,1,36.01,46813,46813,0.94,9.36,0,-46823.3,-36.0179222,26.01,26.3,-12633.29886,377,-27.00%,SH600685
2017/4/24,13:33:57,Stock,招商,CNY,SH,金隅股份,601992,B,C,7200,1,6.92,49824,49824,1,9.96,0,-49834.96,-6.9215224,6.96,6.88,-298.96128,-576,-0.60%,SH601992
2017/4/24,13:32:16,Stock,招商,CNY,SH,首创股份,600008,B,C,8000,1,6.23,49840,49840,1,9.97,0,-49850.96,-6.2313706,6.14,6.16,-570.9648,160,-1.10%,SH600008
2017/4/24,13:32:01,Stock,招商,CNY,SH,金隅股份,601992,B,C,7200,1,6.91,49752,49752,1,9.95,0,-49762.95,-6.9115202,6.96,6.88,-226.94544,-576,-0.50%,SH601992
2017/4/24,13:31:28,Stock,招商,CNY,SH,金隅股份,601992,B,C,7100,1,6.95,49345,49345,0.99,9.87,0,-49355.86,-6.951529,6.96,6.88,-507.8559,-568,-1.00%,SH601992
2017/4/24,13:28:36,Stock,招商,CNY,SH,首创股份,600008,B,C,7900,1,6.27,49533,49533,0.99,9.91,0,-49543.9,-6.2713794,6.14,6.16,-879.89726,158,-1.80%,SH600008
2017/4/24,13:26:50,Stock,招商,CNY,SH,金隅股份,601992,B,C,7100,1,7.03,49913,49913,1,9.98,0,-49923.98,-7.0315466,6.96,6.88,-1075.98086,-568,-2.20%,SH601992
2017/4/24,13:23:29,Stock,招商,CNY,SH,中船防务,600685,B,C,1300,1,36.05,46865,46865,0.94,9.37,0,-46875.31,-36.057931,26.01,26.3,-12685.3103,377,-27.10%,SH600685
