V1		bench	correl
542	sz000592	平潭发展	sh000905	0.626801854980462
543	sz000596	古井贡酒	sz399001	0.505292558845716
544	sz000598	兴蓉环境	sh000905	0.706902846907999
545	sz000600	建投能源	sh000905	0.627513007862468
546	sz000612	焦作万方	sh000905	0.636980020498392
547	sz000616	海航投资	sz399001	0.690473331735101
548	sz000620	新华联	sh000300	0.029134809663431
549	sz000623	吉林敖东	sh000300	0.818514709684262
550	sz000625	长安汽车	sh000300	0.649254263573313
551	sz000626	远大控股	sh000905	0.590788071122478
552	sz000627	天茂集团	sh000905	0.659369534299341
553	sz000630	铜陵有色	sh000001	0.698339699192656
554	sz000631	顺发恒业	sz399001	0.623037014007869
555	sz000636	风华高科	sh000905	0.736895791435702
556	sz000651	格力电器	sz399006	0.151750495166048
557	sz000652	泰达股份	sh000905	0.709723738193367
558	sz000656	金科股份	sz399001	0.575296921823913
559	sz000661	长春高新	sz399006	0.545797868352403
560	sz000662	天夏智慧	sh000905	0.606553276539167
561	sz000667	美好置业	sh000905	0.672484750155049
562	sz000669	金鸿能源	sh000905	0.508304734659184
563	sz000671	阳 光 城	sz399001	0.544708686909918
564	sz000680	山推股份	sz399001	0.725383665861173
565	sz000681	视觉中国	sz399006	0.577029933865042
566	sz000685	中山公用	sh000300	0.780876539494587
567	sz000686	东北证券	sh000300	0.785781029898009
568	sz000690	宝新能源	sh000905	0.706383817445377
569	sz000697	炼石有色	sh000905	0.56487745839835
570	sz000703	恒逸石化	sh000905	0.577551530085102
571	sz000709	河钢股份	sh000001	0.634593999737096
572	sz000712	锦龙股份	sh000001	0.60189867378285
573	sz000718	苏宁环球	sz399001	0.6621608176144
574	sz000723	美锦能源	sh000905	0.593844280334603
575	sz000725	京东方Ａ	sh000905	0.662426271851384
576	sz000726	鲁 泰Ａ	sh000905	0.691373009843519
577	sz000727	华东科技	sh000905	0.70168886511457
578	sz000728	国元证券	sh000300	0.76420300264416
579	sz000729	燕京啤酒	sh000905	0.652565575509463
580	sz000732	泰禾集团	sz399001	0.16819262797703
581	sz000738	中航动控	sh000905	0.612582368454674
582	sz000750	国海证券	sh000300	0.522758743928655
583	sz000758	中色股份	sh000905	0.692552144251334
584	sz000761	本钢板材	sh000001	0.540165473996679
585	sz000762	西藏矿业	sh000905	0.702934545542198
586	sz000768	中航飞机	sh000905	0.670960420763329
587	sz000776	广发证券	sz399006	0.481198121386349
588	sz000777	中核科技	sh000905	0.682291838052855
589	sz000778	新兴铸管	sh000001	0.620371001531298
590	sz000783	长江证券	sh000300	0.797766670907871
591	sz000786	北新建材	sh000905	0.629893590941638
592	sz000792	盐湖股份	sz399001	0.663252549415181
593	sz000793	华闻传媒	sh000905	0.626541575405947
594	sz000800	一汽轿车	sz399001	0.66453356538183
595	sz000806	银河生物	sh000905	0.53266368144471
596	sz000810	创维数字	sh000905	0.54398036938067
597	sz000813	德展健康	sh000905	0.492184714244951
598	sz000816	智慧农业	sh000905	0.682085093821373
599	sz000825	太钢不锈	sh000001	0.708962490555537
600	sz000826	启迪桑德	sh000905	0.682177351623742
601	sz000829	天音控股	sh000905	0.634642758470356
602	sz000830	鲁西化工	sh000905	0.777968955446702
603	sz000839	中信国安	sh000905	0.686624356320644
604	sz000848	承德露露	sh000905	0.646120587800234
605	sz000858	五 粮 液	sz399001	0.630958663802454
606	sz000860	顺鑫农业	sh000905	0.686825562381626
607	sz000861	海印股份	sh000905	0.65943175465385
608	sz000869	张 裕Ａ	sz399001	0.596396723081844
609	sz000876	新 希 望	sh000905	0.624548505138581
610	sz000877	天山股份	sh000905	0.674453515603897
611	sz000878	云南铜业	sh000001	0.685724552499785
612	sz000883	湖北能源	sh000905	0.624590492451619
613	sz000887	中鼎股份	sh000905	0.641024221497963
614	sz000895	双汇发展	sh000300	0.509675126268892
615	sz000897	津滨发展	sh000905	0.648105107067178
616	sz000898	鞍钢股份	sh000001	0.739837586097347
617	sz000917	电广传媒	sh000905	0.648597157354699
618	sz000919	金陵药业	sh000905	0.717420225193526
619	sz000926	福星股份	sz399001	0.705680937227981
620	sz000930	中粮生化	sh000905	0.672866947879153
621	sz000931	中 关 村	sh000905	0.687555664712181
622	sz000935	四川双马	sh000905	0.59019108563971
623	sz000937	冀中能源	sh000300	0.720098959473026
624	sz000938	紫光股份	sh000905	0.644768913391496
625	sz000939	凯迪生态	sh000905	0.649156181386524
626	sz000959	首钢股份	sh000001	0.487841846905988
627	sz000960	锡业股份	sz399001	0.701009287897862
628	sz000961	中南建设	sz399001	0.607664312331057
629	sz000963	华东医药	sh000905	0.472942516712906
630	sz000969	安泰科技	sh000905	0.72374618469873
631	sz000970	中科三环	sh000905	0.662969398256956
632	sz000973	佛塑科技	sh000905	0.705357940608822
633	sz000975	银泰资源	sh000905	0.597366626061978
634	sz000977	浪潮信息	sz399006	0.641002335342218
635	sz000979	中弘股份	sh000905	0.549471442180005
636	sz000981	银亿股份	sh000905	0.218880087102158
637	sz000983	西山煤电	sh000300	0.745060298898384
638	sz000987	越秀金控	sh000905	0.670050196411606
639	sz000988	华工科技	sh000905	0.749357611898053
640	sz000989	九 芝 堂	sh000905	0.669504446070807
641	sz000997	新 大 陆	sh000905	0.711741023982432
642	sz000998	隆平高科	sh000905	0.620502985363199
643	sz000999	华润三九	sh000905	0.636191222692738
644	sz001696	宗申动力	sh000905	0.682186548751351
645	sz001979	招商蛇口	sh000300	0.737826656110445
646	sz002001	新 和 成	sh000905	0.661498425328165
647	sz002002	鸿达兴业	sh000905	0.584830001512829
648	sz002004	华邦健康	sh000905	0.632731216515856
649	sz002005	德豪润达	sh000905	0.676460073927649
650	sz002007	华兰生物	sh000905	0.621869461807794
651	sz002008	大族激光	sh000905	0.706230517408967
652	sz002010	传化智联	sh000905	0.584597756128998
653	sz002011	盾安环境	sh000905	0.711062276118169
654	sz002013	中航机电	sh000905	0.649123662858867
655	sz002018	华信国际	sh000905	0.564559198349116
656	sz002019	亿帆医药	sh000905	0.572862980963317
657	sz002022	科华生物	sz399006	0.714060905262354
658	sz002024	苏宁云商	sz399001	0.648705996464724
659	sz002025	航天电器	sh000905	0.735937281064151
660	sz002027	分众传媒	sh000905	0.568724665419025
661	sz002028	思源电气	sh000905	0.742875400378263
662	sz002029	七 匹 狼	sh000905	0.679565495176959
663	sz002030	达安基因	sh000905	0.648862459261391
664	sz002032	苏 泊 尔	sh000905	0.559423637471182
665	sz002038	双鹭药业	sz399006	0.611051209559126
666	sz002041	登海种业	sh000905	0.590122853623908
667	sz002044	美年健康	sh000905	0.583682036708716
668	sz002048	宁波华翔	sh000905	0.717677200074842
669	sz002049	紫光国芯	sz399006	0.629636164202088
670	sz002050	三花智控	sh000905	0.674226783733683
671	sz002051	中工国际	sh000905	0.598887161088542
672	sz002056	横店东磁	sh000905	0.716416315526372
673	sz002063	远光软件	sz399006	0.714442677487469
674	sz002064	华峰氨纶	sh000905	0.702220745025486
675	sz002065	东华软件	sz399006	0.696424562977629
676	sz002073	软控股份	sh000905	0.724712106020737
677	sz002074	国轩高科	sh000905	0.604023715049988
678	sz002075	沙钢股份	sh000905	0.396616420461996
679	sz002078	太阳纸业	sh000905	0.691029226684094
680	sz002081	金 螳 螂	sh000905	0.637537438480797
681	sz002085	万丰奥威	sh000905	0.573335043752649
682	sz002092	中泰化学	sh000905	0.69298151536482
683	sz002093	国脉科技	sh000905	0.717967583127467
684	sz002106	莱宝高科	sh000905	0.637385133692545
685	sz002118	紫鑫药业	sh000905	0.650361808865418
686	sz002122	天马股份	sh000905	0.660744941900727
687	sz002123	梦网荣信	sh000905	0.673580283473739
688	sz002128	露天煤业	sh000001	0.765362358356883
689	sz002129	中环股份	sh000905	0.648481514752818
690	sz002131	利欧股份	sh000905	0.595996491544712
691	sz002142	宁波银行	sh000016	0.811939064543127
692	sz002143	印纪传媒	sh000905	0.554810450086013
693	sz002146	荣盛发展	sz399001	0.613739519237029
694	sz002147	新光圆成	sh000905	0.61065918017262
695	sz002152	广电运通	sh000905	0.691575487756717
696	sz002153	石基信息	sz399006	0.627731092075043
697	sz002155	湖南黄金	sh000905	0.611167779227633
698	sz002161	远 望 谷	sh000905	0.685594836990257
699	sz002168	深圳惠程	sh000905	0.662559713821009
700	sz002174	游族网络	sh000905	0.519977277680686
701	sz002176	江特电机	sh000905	0.618475723594113
702	sz002179	中航光电	sh000905	0.708860272366333
703	sz002180	艾派克	sh000905	0.540124797106743
704	sz002183	怡 亚 通	sh000905	0.62305015923206
705	sz002190	成飞集成	sh000905	0.591625404566078
706	sz002191	劲嘉股份	sh000905	0.635710287408862
707	sz002194	武汉凡谷	sh000905	0.714187067944301
708	sz002195	二三四五	sz399006	0.670796464619365
709	sz002202	金风科技	sh000905	0.706614718154868
710	sz002217	合力泰	sh000905	0.61934186739072
711	sz002219	恒康医疗	sh000905	0.521814913977118
712	sz002221	东华能源	sh000905	0.634137374167718
713	sz002223	鱼跃医疗	sz399006	0.6682927259434
714	sz002230	科大讯飞	sz399006	0.671001202784121
715	sz002233	塔牌集团	sh000905	0.700531798532797
716	sz002236	大华股份	sz399006	0.547224707036355
717	sz002238	天威视讯	sh000905	0.667243844814214
718	sz002241	歌尔股份	sz399006	0.628011148463027
719	sz002242	九阳股份	sh000905	0.624352482297819
720	sz002244	滨江集团	sz399001	0.647664358946394
721	sz002249	大洋电机	sh000905	0.664042962459662
722	sz002250	联化科技	sh000905	0.627148364502863
723	sz002251	步 步 高	sh000905	0.663949946768384
724	sz002252	上海莱士	sh000905	0.431525458691345
725	sz002254	泰和新材	sh000905	0.658125268926601
726	sz002261	拓维信息	sz399006	0.66869449519478
727	sz002266	浙富控股	sh000905	0.636842878030645
728	sz002268	卫 士 通	sz399006	0.625966519780103
729	sz002269	美邦服饰	sh000905	0.611028220109766
730	sz002271	东方雨虹	sh000905	0.621971788972131
731	sz002273	水晶光电	sz399006	0.666588665256874
732	sz002276	万马股份	sh000905	0.632927420837309
733	sz002277	友阿股份	sh000905	0.708069480913669
734	sz002280	联络互动	sz399006	0.635480790335159
735	sz002281	光迅科技	sz399006	0.667116900473262
736	sz002285	世联行	sh000905	0.628634925750007
737	sz002292	奥飞娱乐	sz399006	0.659919606500675
738	sz002294	信立泰	sz399006	0.57446700218553
739	sz002299	圣农发展	sh000905	0.568766935391553
740	sz002304	洋河股份	sh000300	0.466365948285725
741	sz002308	威创股份	sh000905	0.627946905946504
742	sz002309	中利集团	sh000905	0.644824271104557
743	sz002310	东方园林	sh000905	0.532719099863027
744	sz002311	海大集团	sh000905	0.601765563776179
745	sz002315	焦点科技	sz399006	0.767930431183359
746	sz002317	众生药业	sh000905	0.653584223286747
747	sz002325	洪涛股份	sh000905	0.610746101672282
748	sz002327	富安娜	sh000905	0.693881842155244
749	sz002332	仙琚制药	sh000905	0.723615103041197
750	sz002340	格林美	sh000905	0.686857060648661
751	sz002342	巨力索具	sh000905	0.611367787619491
752	sz002344	海宁皮城	sh000905	0.641103650112965
753	sz002345	潮宏基	sh000905	0.545257653540528
754	sz002353	杰瑞股份	sh000905	0.5398962227338
755	sz002354	天神娱乐	sz399006	0.552457077797281
756	sz002358	森源电气	sh000905	0.598539410850417
757	sz002366	台海核电	sh000905	0.623331520042017
758	sz002368	太极股份	sz399006	0.679721740644045
759	sz002371	北方华创	sh000905	0.647666584808709
760	sz002373	千方科技	sz399006	0.669809974769069
761	sz002375	亚厦股份	sh000905	0.654106832941632
762	sz002384	东山精密	sz399006	0.614831486107243
763	sz002385	大北农	sh000905	0.634311900633799
764	sz002390	信邦制药	sz399006	0.601532032139863
765	sz002392	北京利尔	sh000905	0.666116412162142
766	sz002396	星网锐捷	sz399006	0.729266467928392
767	sz002399	海普瑞	sh000905	0.668526579999105
768	sz002400	省广股份	sz399006	0.659419933656406
769	sz002405	四维图新	sz399006	0.725190597892377
770	sz002407	多氟多	sh000905	0.6130300761943
771	sz002408	齐翔腾达	sh000905	0.674167727525636
772	sz002410	广联达	sz399006	0.642804027240118
773	sz002411	必康股份	sh000905	0.663709526458967
774	sz002414	高德红外	sh000905	0.633093830115082
775	sz002415	海康威视	sz399006	0.571572368688889
776	sz002416	爱施德	sz399006	0.597449282933085
777	sz002422	科伦药业	sh000905	0.6209649891839
778	sz002424	贵州百灵	sh000905	0.619836215373883
779	sz002426	胜利精密	sh000905	0.609537413359603
780	sz002428	云南锗业	sh000905	0.66655763977362
781	sz002431	棕榈股份	sh000905	0.623458606839373
782	sz002437	誉衡药业	sz399006	0.611231334964818
783	sz002439	启明星辰	sz399006	0.682931677380217
784	sz002440	闰土股份	sh000905	0.655565338898021
785	sz002444	巨星科技	sh000905	0.689017346724593
786	sz002450	康得新	sh000905	0.572421834093575
787	sz002456	欧菲光	sz399006	0.640567567335261
788	sz002460	赣锋锂业	sh000905	0.655722959946072
789	sz002463	沪电股份	sh000905	0.748640018684449
790	sz002465	海格通信	sz399006	0.719097408531908
791	sz002466	天齐锂业	sh000905	0.605138219471297
792	sz002470	金正大	sh000905	0.650989009966177
793	sz002475	立讯精密	sz399006	0.564236371222248
794	sz002477	雏鹰农牧	sh000905	0.603178611129028
795	sz002479	富春环保	sh000905	0.661190361916685
796	sz002482	广田集团	sh000905	0.670860762925521
797	sz002489	浙江永强	sh000905	0.679953448378969
798	sz002491	通鼎互联	sz399006	0.644245001219295
799	sz002493	荣盛石化	sh000905	0.666740393112913
800	sz002498	汉缆股份	sh000905	0.660487757043533
801	sz002500	山西证券	sh000300	0.741501889656356
802	sz002503	搜于特	sh000905	0.598838566282076
803	sz002505	大康农业	sh000905	0.594139352814478
804	sz002506	协鑫集成	sh000905	0.0175831592103687
805	sz002508	老板电器	sh000905	0.500331070378523
806	sz002512	达华智能	sh000905	0.553048492735704
807	sz002517	恺英网络	sh000905	0.599393426290486
808	sz002544	杰赛科技	sh000905	0.65537840305513
809	sz002551	尚荣医疗	sz399006	0.697433741108101
810	sz002555	三七互娱	sz399006	0.5475179628349
811	sz002558	世纪游轮	sh000905	0.472838533966006
812	sz002563	森马服饰	sh000905	0.632823028699408
813	sz002568	百润股份	sz399006	0.507478673152576
814	sz002572	索菲亚	sh000905	0.499847041049374
815	sz002573	清新环境	sh000905	0.687916525306986
816	sz002581	未名医药	sh000905	0.595986759762947
817	sz002583	海能达	sz399006	0.630253841505698
818	sz002588	史丹利	sh000905	0.692362074184891
819	sz002589	瑞康医药	sz399006	0.539230633190494
820	sz002594	比亚迪	sh000905	0.60599853239241
821	sz002595	豪迈科技	sh000905	0.611381620258582
822	sz002601	龙蟒佰利	sh000905	0.623598445561586
823	sz002602	世纪华通	sh000905	0.528681679496061
824	sz002603	以岭药业	sh000905	0.647463956391808
825	sz002619	巨龙管业	sh000905	0.532537475313432
826	sz002624	完美世界	sh000905	0.514759959594702
827	sz002635	安洁科技	sz399006	0.635256012527052
828	sz002640	跨境通	sz399006	0.530698977555634
829	sz002642	荣之联	sz399006	0.675071157706826
830	sz002646	青青稞酒	sh000905	0.671678236517084
831	sz002657	中科金财	sz399006	0.732448512744356
832	sz002663	普邦股份	sh000905	0.719561729496676
833	sz002665	首航节能	sh000905	0.580651340874234
834	sz002670	国盛金控	sh000905	0.623034923907853
835	sz002672	东江环保	sh000905	0.673437821783497
836	sz002673	西部证券	sh000300	0.690878697050976
837	sz002681	奋达科技	sz399006	0.613774217000019
838	sz002690	美亚光电	sz399006	0.700408169803662
839	sz002698	博实股份	sz399006	0.709702314866168
840	sz002699	美盛文化	sz399006	0.606181541638029
841	sz002701	奥瑞金	sh000905	0.654748643941956
842	sz002707	众信旅游	sz399006	0.569998105444849
843	sz002714	牧原股份	sh000905	0.553078176147543
844	sz002727	一心堂	sh000905	0.579218414516019
845	sz002736	国信证券	sh000300	0.742384360977492
846	sz002739	万达院线	sz399006	0.576544712726553
847	sz002745	木林森	sh000905	0.682827536455573
848	sz002773	康弘药业	sz399006	0.515789814056077
849	sz002797	第一创业	sz399001	0.479324543552084
850	sz002807	江阴银行	sh000905	0.252989601379346
851	sz002815	崇达技术	sz399006	0.498574918074728
852	sz300001	特锐德	sz399006	0.692878662187958
853	sz300002	神州泰岳	sz399006	0.731022036069351
854	sz300003	乐普医疗	sz399006	0.70874692305715
855	sz300010	立思辰	sz399006	0.691312359311201
856	sz300015	爱尔眼科	sz399006	0.693324435330286
857	sz300017	网宿科技	sz399006	0.674033731517467
858	sz300024	机器人	sz399006	0.770991249524028
859	sz300026	红日药业	sz399006	0.657810970805611
860	sz300027	华谊兄弟	sz399006	0.691653573806069
861	sz300032	金龙机电	sz399006	0.591632740730567
862	sz300033	同花顺	sz399006	0.683783783397037
863	sz300039	上海凯宝	sz399006	0.715644921890186
864	sz300043	星辉娱乐	sz399006	0.646745059256326
865	sz300055	万邦达	sz399006	0.715944441087547
866	sz300058	蓝色光标	sz399006	0.71588640940479
867	sz300059	东方财富	sz399006	0.733835847209808
868	sz300070	碧水源	sz399006	0.70529107934748
869	sz300072	三聚环保	sz399006	0.676278526401456
870	sz300085	银之杰	sz399006	0.697322461675595
871	sz300088	长信科技	sz399006	0.704473938624176
872	sz300104	乐视网	sz399006	0.637321716834415
873	sz300113	顺网科技	sz399006	0.684924762306026
874	sz300115	长盈精密	sz399006	0.687462100898553
875	sz300116	坚瑞沃能	sh000905	0.593163318857331
876	sz300122	智飞生物	sz399006	0.656434792470902
877	sz300124	汇川技术	sz399006	0.702053693977898
878	sz300133	华策影视	sz399006	0.70009482409691
879	sz300134	大富科技	sz399006	0.615286064801393
880	sz300136	信维通信	sz399006	0.609892227311383
881	sz300144	宋城演艺	sz399006	0.658982377705693
882	sz300146	汤臣倍健	sz399006	0.647369293041426
883	sz300147	香雪制药	sz399006	0.717961429957691
884	sz300156	神雾环保	sz399006	0.637652435123686
885	sz300159	新研股份	sz399006	0.680825521476854
886	sz300166	东方国信	sz399006	0.686221630866883
887	sz300168	万达信息	sz399006	0.689221543410063
888	sz300182	捷成股份	sz399006	0.663394208347998
889	sz300199	翰宇药业	sz399006	0.683083945895905
890	sz300202	聚龙股份	sz399006	0.612519899671507
891	sz300244	迪安诊断	sz399006	0.697208201341982
892	sz300251	光线传媒	sz399006	0.684548993246013
893	sz300253	卫宁健康	sz399006	0.740100250021739
894	sz300257	开山股份	sz399006	0.663325191795518
895	sz300266	兴源环境	sz399006	0.562752899964249
896	sz300267	尔康制药	sz399006	0.643498776106147
897	sz300273	和佳股份	sz399006	0.698310788101594
898	sz300274	阳光电源	sz399006	0.682906039248136
899	sz300287	飞利信	sz399006	0.651879436627319
900	sz300291	华录百纳	sz399006	0.742706517497938
901	sz300296	利亚德	sz399006	0.578521708013797
902	sz300297	蓝盾股份	sz399006	0.692541791975003
903	sz300315	掌趣科技	sz399006	0.692613847910712
904	sz300324	旋极信息	sz399006	0.607054069505083
905	sz300383	光环新网	sz399006	0.574655299082018
906	sz300408	三环集团	sz399006	0.690077048711396
907	sz300418	昆仑万维	sz399006	0.660481766039444
908	sz300433	蓝思科技	sz399006	0.67647432624918
909	sz300459	金科娱乐	sh000905	0.473820607717493
910	sz300496	中科创达	sz399006	0.462465591637687
911	sz300498	温氏股份	sh000905	0.485206959082645
912	sz300529	健帆生物	sz399006	0.502028652868043
913	sz399001	深圳成指	sz399001	1
914	sz399006	创业板指	sz399006	1
