D,T,O,H,L,C,V
2/10/2017,1405,3201.36,3201.81,3200.79,3201.81,85683
2/10/2017,1406,3201.88,3201.88,3200.97,3201.01,76508
2/10/2017,1407,3202.25,3202.25,3200.96,3201.52,75908
2/10/2017,1408,3202.18,3202.18,3201.05,3201.95,81277
2/10/2017,1409,3202.11,3202.11,3200.52,3200.52,69423
2/10/2017,1410,3201.92,3201.92,3200.25,3200.86,84936
2/10/2017,1411,3201.02,3201.02,3199.73,3200.69,85236
2/10/2017,1412,3200.72,3200.72,3199.44,3199.64,85039
2/10/2017,1413,3200.52,3200.52,3198.99,3198.99,76582
2/10/2017,1414,3199.77,3199.77,3198.78,3199.11,79388
2/10/2017,1415,3199.64,3199.64,3198.55,3198.94,82966
2/10/2017,1416,3199.21,3199.62,3198.2,3199.23,84128
2/10/2017,1417,3199.09,3199.3,3198.35,3198.39,77117
2/10/2017,1418,3199.07,3199.15,3198.27,3198.72,91212
2/10/2017,1419,3199.24,3199.24,3198.35,3198.48,78004
2/10/2017,1420,3198.83,3199.32,3198.5,3199.1,68893
2/10/2017,1421,3199.16,3199.47,3198.48,3199.47,89631
2/10/2017,1422,3199.81,3199.81,3198.73,3199.2,78897
2/10/2017,1423,3199.75,3199.76,3198.61,3199.58,80330
2/10/2017,1424,3199.33,3199.76,3198.57,3198.61,76305
2/10/2017,1425,3199.27,3199.37,3198.57,3198.91,73786
2/10/2017,1426,3199.49,3199.49,3198.24,3198.87,80702
2/10/2017,1427,3199.24,3199.34,3198.18,3198.44,82912
2/10/2017,1428,3198.74,3199.16,3198.06,3198.92,86201
2/10/2017,1429,3198.98,3199.39,3198.42,3199.17,79423
2/10/2017,1430,3199.18,3199.5,3198.19,3198.66,79395
2/10/2017,1431,3199.45,3199.56,3198.64,3198.69,79968
2/10/2017,1432,3199.22,3199.74,3198.97,3199.44,82570
2/10/2017,1433,3199.65,3199.99,3198.77,3199.58,83817
2/10/2017,1434,3199.68,3200.22,3199.24,3199.71,88213
2/10/2017,1435,3199.91,3200.2,3199.17,3199.85,90685
2/10/2017,1436,3199.84,3199.88,3199.21,3199.44,95631
2/10/2017,1437,3199.92,3199.92,3198.63,3198.8,79809
2/10/2017,1438,3199.44,3199.44,3198.12,3198.8,89433
2/10/2017,1439,3198.72,3198.89,3197.69,3198.33,109217
2/10/2017,1440,3198,3198,3196.31,3196.31,113683
2/10/2017,1441,3197.18,3197.18,3194.91,3194.91,132998
2/10/2017,1442,3195.12,3195.57,3194.03,3194.33,141695
2/10/2017,1443,3194.04,3194.04,3192.81,3193.38,132761
2/10/2017,1444,3193.17,3193.58,3192.66,3193.36,127315
2/10/2017,1445,3193.09,3194.29,3193.09,3193.73,114999
2/10/2017,1446,3193.79,3194.17,3193.45,3194.04,100897
2/10/2017,1447,3194.01,3194.9,3193.86,3194.84,96545
2/10/2017,1448,3194.67,3194.88,3193.85,3194.81,94361
2/10/2017,1449,3194.89,3195,3193.91,3194.2,101654
2/10/2017,1450,3194.91,3194.91,3194.03,3194.78,109600
2/10/2017,1451,3194.58,3194.65,3194.03,3194.36,112300
2/10/2017,1452,3194.26,3194.55,3193.94,3194.23,105047
2/10/2017,1453,3194.18,3194.73,3194.18,3194.57,132634
2/10/2017,1454,3194.23,3194.9,3193.88,3194.55,124657
2/10/2017,1455,3194.16,3195.22,3194.03,3194.28,125106
2/10/2017,1456,3194.68,3195.18,3194.36,3194.6,149507
2/10/2017,1457,3194.76,3195.76,3194.76,3195.76,158347
2/10/2017,1458,3195.85,3196.09,3195.44,3195.94,162825
2/10/2017,1459,3196.05,3196.51,3195.59,3196.51,182368
2/10/2017,1500,3196.27,3197.33,3195.55,3196.7,237864
