2019-04-02T22:10:08.831 NKTR 147 NKTR T:  2019-04-02T22:10:08.354 Order: 1657 SELL IOC LMT 300.0 at 33.31 msg:  Trade type BREACH_CUTTER Status: PendingCancel || breach cutting, pos partialFill, lastQ, pos 300.0 100.0
2019-04-02T22:11:14.353 NKTR 231 NKTR T:  2019-04-02T22:11:13.944 Order: 1741 SELL IOC LMT 100.0 at 33.31 msg:  Trade type BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, pos 100.0 0.0
2019-04-02T22:11:14.353 NKTR 231 NKTR T:  2019-04-02T22:11:13.944 Order: 1741 SELL IOC LMT 100.0 at 33.31 msg:  Trade type BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, pos 100.0 0.0
2019-04-02T23:42:39.564 NKE 549 NKE T:  2019-04-02T23:42:38.557 Order: 2059 SELL IOC LMT 100.0 at 84.18 msg:  Trade type BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, pos 100.0 0.0
2019-04-02T23:42:39.627 NKE 549 NKE T:  2019-04-02T23:42:38.557 Order: 2059 SELL IOC LMT 100.0 at 84.18 msg:  Trade type BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, pos 100.0 0.0
2019-04-03T00:23:39.474 UAL 610 UAL T:  2019-04-03T00:22:53.778 Order: 2120 SELL IOC LMT 100.0 at 83.4 msg:  Trade type BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, pos 100.0 93.0
2019-04-03T00:23:39.589 UAL 610 UAL T:  2019-04-03T00:22:53.778 Order: 2120 SELL IOC LMT 100.0 at 83.4 msg:  Trade type BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, pos 100.0 0.0
2019-04-03T00:23:39.589 UAL 610 UAL T:  2019-04-03T00:22:53.778 Order: 2120 SELL IOC LMT 100.0 at 83.4 msg:  Trade type BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, pos 100.0 0.0
2019-04-03T00:23:39.590 UAL 610 UAL T:  2019-04-03T00:22:53.778 Order: 2120 SELL IOC LMT 100.0 at 83.4 msg:  Trade type BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, pos 100.0 0.0
2019-04-03T00:45:04.628 JD 651 JD T:  2019-04-03T00:44:18.538 Order: 2161 SELL IOC LMT 300.0 at 30.15 msg:  Trade type BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, pos 300.0 0.0
2019-04-03T00:45:04.628 JD 651 JD T:  2019-04-03T00:44:18.538 Order: 2161 SELL IOC LMT 300.0 at 30.15 msg:  Trade type BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, pos 300.0 0.0
2019-04-03T21:36:05.794 PDD 155 PDD T: 2019-04-03T21:36:05.328 Order: 911 SELL IOC LMT 400.0 24.7 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 400.0 300.0
2019-04-03T21:36:05.800 PDD 155 PDD T: 2019-04-03T21:36:05.328 Order: 911 SELL IOC LMT 400.0 24.7 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 400.0 100.0
2019-04-03T21:36:05.806 PDD 155 PDD T: 2019-04-03T21:36:05.328 Order: 911 SELL IOC LMT 400.0 24.7 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-03T21:36:05.808 PDD 155 PDD T: 2019-04-03T21:36:05.328 Order: 911 SELL IOC LMT 400.0 24.7 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-03T21:36:05.811 PDD 155 PDD T: 2019-04-03T21:36:05.328 Order: 911 SELL IOC LMT 400.0 24.7 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-03T21:36:05.813 PDD 155 PDD T: 2019-04-03T21:36:05.328 Order: 911 SELL IOC LMT 400.0 24.7 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-03T21:52:53.735 UAL 218 UAL T: 2019-04-03T21:52:16.044 Order: 974 SELL IOC LMT 100.0 83.37 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-03T21:52:53.793 UAL 218 UAL T: 2019-04-03T21:52:16.044 Order: 974 SELL IOC LMT 100.0 83.37 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-03T23:23:36.309 XOP 324 XOP T: 2019-04-03T23:23:35.932 Order: 1080 SELL IOC LMT 300.0 30.67 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 300.0 0.0
2019-04-03T23:23:36.373 XOP 324 XOP T: 2019-04-03T23:23:35.932 Order: 1080 SELL IOC LMT 300.0 30.67 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 300.0 0.0
2019-04-04T02:03:52.694 XOM 337 XOM T: 2019-04-04T02:03:52.267 Order: 1093 SELL IOC LMT 100.0 80.8 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-04T02:03:52.695 XOM 337 XOM T: 2019-04-04T02:03:52.267 Order: 1093 SELL IOC LMT 100.0 80.8 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-04T02:13:26.947 IQ 346 IQ T: 2019-04-04T02:13:26.518 Order: 1102 SELL IOC LMT 400.0 23.83 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-04T02:13:26.948 IQ 346 IQ T: 2019-04-04T02:13:26.518 Order: 1102 SELL IOC LMT 400.0 23.83 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-04T21:30:04.015 JD 103 JD T: 2019-04-04T21:30:03.502 Order: 1107 SELL IOC LMT 300.0 29.73 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 300.0 200.0
2019-04-04T21:30:04.017 JD 103 JD T: 2019-04-04T21:30:03.502 Order: 1107 SELL IOC LMT 300.0 29.73 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 300.0 200.0
2019-04-04T21:30:04.019 JD 103 JD T: 2019-04-04T21:30:03.502 Order: 1107 SELL IOC LMT 300.0 29.73 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 300.0 200.0
2019-04-04T21:30:04.023 JD 103 JD T: 2019-04-04T21:30:03.502 Order: 1107 SELL IOC LMT 300.0 29.73 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 300.0 200.0
2019-04-04T21:30:04.033 JD 103 JD T: 2019-04-04T21:30:03.502 Order: 1107 SELL IOC LMT 300.0 29.73 Type: BREACH_CUTTER Status: PreSubmitted || breach cutting, pos partialFill, lastQ, livePos 300.0 200.0
2019-04-04T21:30:04.034 JD 103 JD T: 2019-04-04T21:30:03.502 Order: 1107 SELL IOC LMT 300.0 29.73 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 300.0 200.0
2019-04-04T21:30:04.036 JD 103 JD T: 2019-04-04T21:30:03.502 Order: 1107 SELL IOC LMT 300.0 29.73 Type: BREACH_CUTTER Status: PendingCancel || breach cutting, pos partialFill, lastQ, livePos 300.0 200.0
2019-04-04T21:30:04.169 JD 103 JD T: 2019-04-04T21:30:03.502 Order: 1107 SELL IOC LMT 300.0 29.73 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 300.0 100.0
2019-04-04T21:30:05.525 JD 104 JD T: 2019-04-04T21:30:04.037 Order: 1108 SELL IOC LMT 200.0 29.73 Type: BREACH_CUTTER Status: PendingCancel || breach cutting, pos partialFill, lastQ, livePos 200.0 100.0
2019-04-04T21:30:09.329 JD 112 JD T: 2019-04-04T21:30:08.705 Order: 1116 SELL IOC LMT 100.0 29.78 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-04T21:30:10.550 JD 112 JD T: 2019-04-04T21:30:08.705 Order: 1116 SELL IOC LMT 100.0 29.78 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-04T21:30:35.742 JD 104 JD T: 2019-04-04T21:30:04.037 Order: 1108 SELL IOC LMT 200.0 29.73 Type: BREACH_CUTTER Status: PendingCancel || breach cutting, pos partialFill, lastQ, livePos 200.0 0.0
2019-04-04T21:31:01.196 IQ 114 IQ T: 2019-04-04T21:31:00.779 Order: 1118 SELL IOC LMT 400.0 23.8 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 400.0 300.0
2019-04-04T21:31:01.200 IQ 114 IQ T: 2019-04-04T21:31:00.779 Order: 1118 SELL IOC LMT 400.0 23.8 Type: BREACH_CUTTER Status: Submitted || breach cutting, pos partialFill, lastQ, livePos 400.0 300.0
2019-04-04T21:31:01.206 IQ 114 IQ T: 2019-04-04T21:31:00.779 Order: 1118 SELL IOC LMT 400.0 23.8 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-04T21:31:01.209 IQ 114 IQ T: 2019-04-04T21:31:00.779 Order: 1118 SELL IOC LMT 400.0 23.8 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-04T21:31:01.253 IQ 114 IQ T: 2019-04-04T21:31:00.779 Order: 1118 SELL IOC LMT 400.0 23.8 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 400.0 0.0
2019-04-04T21:32:21.676 XOM 132 XOM T: 2019-04-04T21:32:21.240 Order: 1136 SELL IOC LMT 100.0 80.81 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
2019-04-04T21:32:21.677 XOM 132 XOM T: 2019-04-04T21:32:21.240 Order: 1136 SELL IOC LMT 100.0 80.81 Type: BREACH_CUTTER Status: Filled || breach cutting, pos partialFill, lastQ, livePos 100.0 0.0
