Date,Guohu,Brokerage,Stamp
2017/9/20,0,5,0
2017/9/20,0.35,5,0
2017/9/20,0.03,5,0
2017/9/20,0,5,0
2017/9/21,0.33,5,0
2017/9/25,0,5,0
2017/9/27,0,5,0
2017/9/28,0,7.64,38.21
2017/9/28,0,13.06,65.28
2017/10/10,0,5,0
2017/10/11,0.17,5,0
2017/10/11,0.32,5,0
2017/10/11,0,5,0
2017/10/12,0,5,0
2017/10/16,0.24,5,0
2017/10/16,0,5,0
2017/10/16,0,5,0
2017/10/16,0.33,5,0
2017/10/19,0.19,5,0
2017/10/19,0.18,5,0
2017/10/19,0,5,0
2017/10/20,0.2,5,0
2017/10/20,0.2,5,0
2017/10/23,0.26,5,0
2017/10/25,0.19,5,0
2017/10/25,0,5,0
2017/10/25,0.24,5,0
2017/10/25,0,5,0
2017/10/26,0,5,0
2017/10/26,0.24,5,0
2017/10/26,0,5,0
2017/10/26,0.26,5,0
2017/10/26,0.36,5,0
2017/10/26,0.32,5,0
2017/10/27,0.13,5,0
2017/10/27,0.18,5,0
2017/10/27,0,5,0
2017/10/27,0.09,5,0
2017/10/31,0.2,5,0
2017/10/31,0,5,0
2017/11/1,0.18,5,0
2017/11/1,0.13,5,0
2017/11/1,0.24,5,0
2017/11/1,0.19,5,0
2017/11/1,0.13,5,0
2017/11/1,0.17,5,0
2017/11/1,0,5,0
2017/11/1,0.17,5,0
2017/11/6,0.45,5,22.65
2017/11/7,0,5,0
2017/11/8,0.14,5,0
2017/11/9,0.24,5,0
2017/11/9,0.2,5,0
2017/11/9,0.17,5,0
2017/11/9,0.14,5,0
2017/11/9,0,5,0
2017/11/9,0.28,5,0
2017/11/9,0.24,5,0
2017/11/9,0,5,0
2017/11/10,0.23,5,0
2017/11/10,0.24,5,0
2017/11/13,0.28,5,0
2017/11/13,0.28,5,0
2017/11/13,0.21,5,0
2017/11/15,0.1,5,0
2017/11/15,0.14,5,0
2017/11/15,0.15,5,0
2017/11/15,0,5,0
2017/11/15,0,5,0
2017/11/15,0,5,0
2017/11/15,0,5,0
2017/11/15,0,5,0
2017/11/15,0.26,5,0
2017/11/17,0.23,5,0
2017/11/17,0,5,0
2017/11/17,0.19,5,0
2017/11/17,0.31,5,0
2017/11/17,0,5,21.58
2017/11/17,0.12,5,0
2017/11/17,0,5,0
2017/11/17,0,5,0
2017/11/17,0.35,5,0
2017/11/17,0.73,7.32,36.62
2017/11/17,0,5,0
2017/11/17,0.39,5,0
2017/11/17,0,13.81,69.06
2017/11/17,0.78,7.83,39.16
2017/11/17,0.47,5,23.36
