delta impact check PASSED  85471
5335 5359 -> 5360 ID 3417 -> 3418 RESUBMIT: WIT 5-1 22:08:18.966 5360 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  25 pos: 2900.0
5335 5360 -> 5361 ID 3418 -> 3419 RESUBMIT: WIT 5-1 22:08:19.286 5361 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  26 pos: 2900.0
5335 5361 -> 5362 ID 3419 -> 3420 RESUBMIT: WIT 5-1 22:08:19.599 5362 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  27 pos: 2900.0
5335 5362 -> 5363 ID 3420 -> 3421 RESUBMIT: WIT 5-1 22:08:19.901 5363 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  28 pos: 2900.0
5335 5363 -> 5364 ID 3421 -> 3422 RESUBMIT: WIT 5-1 22:08:20.194 5364 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  29 pos: 2900.0
5335 5364 -> 5365 ID 3422 -> 3423 RESUBMIT: WIT 5-1 22:08:20.673 5365 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  30 pos: 2900.0
5335 5365 -> 5366 ID 3423 -> 3424 RESUBMIT: WIT 5-1 22:08:21.210 5366 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  31 pos: 2900.0
5335 5366 -> 5367 ID 3424 -> 3425 RESUBMIT: WIT 5-1 22:08:21.718 5367 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  32 pos: 2900.0
5335 5367 -> 5368 ID 3425 -> 3426 RESUBMIT: WIT 5-1 22:08:22.171 5368 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  33 pos: 2900.0
5335 5368 -> 5369 ID 3426 -> 3427 RESUBMIT: WIT 5-1 22:08:22.672 5369 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  34 pos: 2900.0
5335 5369 -> 5370 ID 3427 -> 3428 RESUBMIT: WIT 5-1 22:08:23.976 5370 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  35 pos: 2900.0
5335 5370 -> 5371 ID 3428 -> 3429 RESUBMIT: WIT 5-1 22:08:24.895 5371 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  36 pos: 2900.0
5335 5371 -> 5372 ID 3429 -> 3430 RESUBMIT: WIT 5-1 22:08:25.675 5372 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  37 pos: 2900.0
5335 5372 -> 5373 ID 3430 -> 3431 RESUBMIT: WIT 5-1 22:08:26.678 5373 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  38 pos: 2900.0
5335 5373 -> 5374 ID 3431 -> 3432 RESUBMIT: WIT 5-1 22:08:28.678 5374 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  39 pos: 2900.0
5335 5374 -> 5375 ID 3432 -> 3433 RESUBMIT: WIT 5-1 22:08:31.749 5375 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  40 pos: 2900.0
5335 5375 -> 5376 ID 3433 -> 3434 RESUBMIT: WIT 5-1 22:09:17.671 5376 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  41 pos: 2900.0
5335 5376 -> 5377 ID 3434 -> 3435 RESUBMIT: WIT 5-1 22:09:17.962 5377 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  42 pos: 2900.0
5335 5377 -> 5378 ID 3435 -> 3436 RESUBMIT: WIT 5-1 22:09:18.285 5378 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  43 pos: 2900.0
5335 5378 -> 5379 ID 3436 -> 3437 RESUBMIT: WIT 5-1 22:09:18.577 5379 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  44 pos: 2900.0
5335 5379 -> 5380 ID 3437 -> 3438 RESUBMIT: WIT 5-1 22:09:18.904 5380 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  45 pos: 2900.0
5335 5380 -> 5381 ID 3438 -> 3439 RESUBMIT: WIT 5-1 22:09:19.198 5381 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  46 pos: 2900.0
5335 5381 -> 5382 ID 3439 -> 3440 RESUBMIT: WIT 5-1 22:09:19.516 5382 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  47 pos: 2900.0
5335 5382 -> 5383 ID 3440 -> 3441 RESUBMIT: WIT 5-1 22:09:19.828 5383 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  48 pos: 2900.0
5335 5383 -> 5384 ID 3441 -> 3442 RESUBMIT: WIT 5-1 22:09:20.172 5384 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  49 pos: 2900.0
5335 5384 -> 5385 ID 3442 -> 3443 RESUBMIT: WIT 5-1 22:09:20.672 5385 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  50 pos: 2900.0
5335 5385 -> 5386 ID 3443 -> 3444 RESUBMIT: WIT 5-1 22:09:21.173 5386 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  51 pos: 2900.0
5335 5386 -> 5387 ID 3444 -> 3445 RESUBMIT: WIT 5-1 22:09:21.671 5387 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  52 pos: 2900.0
5335 5387 -> 5388 ID 3445 -> 3446 RESUBMIT: WIT 5-1 22:09:22.173 5388 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  53 pos: 2900.0
5335 5388 -> 5389 ID 3446 -> 3447 RESUBMIT: WIT 5-1 22:09:22.672 5389 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  54 pos: 2900.0
5335 5389 -> 5390 ID 3447 -> 3448 RESUBMIT: WIT 5-1 22:09:23.731 5390 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  55 pos: 2900.0
5335 5390 -> 5391 ID 3448 -> 3449 RESUBMIT: WIT 5-1 22:09:24.673 5391 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  56 pos: 2900.0
5335 5391 -> 5392 ID 3449 -> 3450 RESUBMIT: WIT 5-1 22:09:25.777 5392 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  57 pos: 2900.0
5335 5392 -> 5393 ID 3450 -> 3451 RESUBMIT: WIT 5-1 22:09:26.699 5393 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  58 pos: 2900.0
5335 5393 -> 5394 ID 3451 -> 3452 RESUBMIT: WIT 5-1 22:09:28.745 5394 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  59 pos: 2900.0
5335 5394 -> 5395 ID 3452 -> 3453 RESUBMIT: WIT 5-1 22:09:31.821 5395 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  60 pos: 2900.0
5335 5395 -> 5396 ID 3453 -> 3454 RESUBMIT: WIT 5-1 22:10:17.670 5396 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  61 pos: 2900.0
5335 5396 -> 5397 ID 3454 -> 3455 RESUBMIT: WIT 5-1 22:10:17.966 5397 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  62 pos: 2900.0
5335 5397 -> 5398 ID 3455 -> 3456 RESUBMIT: WIT 5-1 22:10:18.289 5398 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  63 pos: 2900.0
5335 5398 -> 5399 ID 3456 -> 3457 RESUBMIT: WIT 5-1 22:10:18.589 5399 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  64 pos: 2900.0
5335 5399 -> 5400 ID 3457 -> 3458 RESUBMIT: WIT 5-1 22:10:18.902 5400 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  65 pos: 2900.0
5335 5400 -> 5401 ID 3458 -> 3459 RESUBMIT: WIT 5-1 22:10:19.216 5401 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  66 pos: 2900.0
5335 5401 -> 5402 ID 3459 -> 3460 RESUBMIT: WIT 5-1 22:10:19.531 5402 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  67 pos: 2900.0
5335 5402 -> 5403 ID 3460 -> 3461 RESUBMIT: WIT 5-1 22:10:19.940 5403 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  68 pos: 2900.0
5335 5403 -> 5404 ID 3461 -> 3462 RESUBMIT: WIT 5-1 22:10:20.230 5404 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  69 pos: 2900.0
5335 5404 -> 5405 ID 3462 -> 3463 RESUBMIT: WIT 5-1 22:10:20.934 5405 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  70 pos: 2900.0
5335 5405 -> 5406 ID 3463 -> 3464 RESUBMIT: WIT 5-1 22:10:21.302 5406 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  71 pos: 2900.0
5335 5406 -> 5407 ID 3464 -> 3465 RESUBMIT: WIT 5-1 22:10:21.751 5407 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  72 pos: 2900.0
5335 5407 -> 5408 ID 3465 -> 3466 RESUBMIT: WIT 5-1 22:10:22.171 5408 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  73 pos: 2900.0
5335 5408 -> 5409 ID 3466 -> 3467 RESUBMIT: WIT 5-1 22:10:22.674 5409 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  74 pos: 2900.0
5335 5409 -> 5410 ID 3467 -> 3468 RESUBMIT: WIT 5-1 22:10:23.698 5410 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  75 pos: 2900.0
5335 5410 -> 5411 ID 3468 -> 3469 RESUBMIT: WIT 5-1 22:10:25.027 5411 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  76 pos: 2900.0
5335 5411 -> 5412 ID 3469 -> 3470 RESUBMIT: WIT 5-1 22:10:25.673 5412 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  77 pos: 2900.0
5335 5412 -> 5413 ID 3470 -> 3471 RESUBMIT: WIT 5-1 22:10:26.767 5413 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  78 pos: 2900.0
5335 5413 -> 5414 ID 3471 -> 3472 RESUBMIT: WIT 5-1 22:10:29.018 5414 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  79 pos: 2900.0
5335 5414 -> 5415 ID 3472 -> 3473 RESUBMIT: WIT 5-1 22:10:31.670 5415 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  80 pos: 2900.0
5335 5415 -> 5416 ID 3473 -> 3474 RESUBMIT: WIT 5-1 22:11:18.034 5416 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  81 pos: 2900.0
5335 5416 -> 5417 ID 3474 -> 3475 RESUBMIT: WIT 5-1 22:11:18.403 5417 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  82 pos: 2900.0
5335 5417 -> 5418 ID 3475 -> 3476 RESUBMIT: WIT 5-1 22:11:18.721 5418 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  83 pos: 2900.0
5335 5418 -> 5419 ID 3476 -> 3477 RESUBMIT: WIT 5-1 22:11:19.026 5419 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  84 pos: 2900.0
5335 5419 -> 5420 ID 3477 -> 3478 RESUBMIT: WIT 5-1 22:11:19.349 5420 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  85 pos: 2900.0
5335 5420 -> 5421 ID 3478 -> 3479 RESUBMIT: WIT 5-1 22:11:19.650 5421 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  86 pos: 2900.0
5335 5421 -> 5422 ID 3479 -> 3480 RESUBMIT: WIT 5-1 22:11:19.968 5422 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  87 pos: 2900.0
5335 5422 -> 5423 ID 3480 -> 3481 RESUBMIT: WIT 5-1 22:11:20.283 5423 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  88 pos: 2900.0
5335 5423 -> 5424 ID 3481 -> 3482 RESUBMIT: WIT 5-1 22:11:20.622 5424 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  89 pos: 2900.0
5335 5424 -> 5425 ID 3482 -> 3483 RESUBMIT: WIT 5-1 22:11:20.933 5425 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  90 pos: 2900.0
5335 5425 -> 5426 ID 3483 -> 3484 RESUBMIT: WIT 5-1 22:11:21.262 5426 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  91 pos: 2900.0
5335 5426 -> 5427 ID 3484 -> 3485 RESUBMIT: WIT 5-1 22:11:21.672 5427 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  92 pos: 2900.0
5335 5427 -> 5428 ID 3485 -> 3486 RESUBMIT: WIT 5-1 22:11:22.175 5428 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  93 pos: 2900.0
5335 5428 -> 5429 ID 3486 -> 3487 RESUBMIT: WIT 5-1 22:11:22.669 5429 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  94 pos: 2900.0
5335 5429 -> 5430 ID 3487 -> 3488 RESUBMIT: WIT 5-1 22:11:23.670 5430 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  95 pos: 2900.0
5335 5430 -> 5431 ID 3488 -> 3489 RESUBMIT: WIT 5-1 22:11:24.685 5431 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  96 pos: 2900.0
5335 5431 -> 5432 ID 3489 -> 3490 RESUBMIT: WIT 5-1 22:11:25.714 5432 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  97 pos: 2900.0
5335 5432 -> 5433 ID 3490 -> 3491 RESUBMIT: WIT 5-1 22:11:26.670 5433 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  98 pos: 2900.0
5335 5433 -> 5434 ID 3491 -> 3492 RESUBMIT: WIT 5-1 22:11:28.670 5434 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  99 pos: 2900.0
5335 5434 -> 5435 ID 3492 -> 3493 RESUBMIT: WIT 5-1 22:11:31.670 5435 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  100 pos: 2900.0
5335 5435 -> 5436 ID 3493 -> 3494 RESUBMIT: WIT 5-1 22:12:18.000 5436 SELL IOC LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts  101 pos: 2900.0
5335 5436 -> 5437 ID 3494 -> 3495 MAX ATTEMPTS EXCEEDED, Switch to PatientDev: WIT 5-1 22:12:18.375 5437 SELL DAY LMT 2900.0 4.57 BREACH_CUTTER Created b/a sprd last 4.56 4.57 22bp 4.57 attempts:101 pos 2900.0
5437 3495 *PATIENT DEV FILL* Submitted->Filled 5-1 23:51:26.297 WIT 5-1 22:12:18.375 5437 SELL DAY LMT 2900.0 4.57 BREACH_CUTTER Filled
