sh603305,37.3,37.75
sh600270,0.0,0.0
sz000560,7.12,7.01
sz002501,3.47,3.55
sz000564,3.62,3.61
sz002500,8.73,8.6
NKE,87.64,87.82
sz300601,45.95,45.92
sz000563,5.17,5.23
sz002505,2.27,2.28
sz000568,59.16,58.6
sz002745,15.26,15.0
sz002503,3.09,2.95
sz000566,8.08,7.9
sz002509,3.0,2.99
sz002508,28.9,29.01
sz002506,5.2,5.22
sh600039,4.04,4.05
sh601360,26.72,26.36
sh600038,46.38,45.69
sh600037,11.92,11.5
sh600036,32.03,32.36
sh600277,6.84,6.83
sh600276,72.1,74.1
sh603555,7.09,7.15
sh601377,7.06,7.13
sh603799,40.98,42.04
sh603556,16.29,16.26
sh600282,4.31,4.35
sh601138,15.26,15.19
sh601139,6.39,6.2
sz002512,6.2,6.3
sz000333,49.25,49.32
sz000338,11.21,11.44
SGXA50BM,12935.0,0.0
sz002517,5.07,5.0
sz002759,9.37,9.32
hk12,45.55,45.45
sh600048,14.24,14.4
sh601375,6.07,6.12
sh600297,5.13,4.92
sh603323,7.95,7.95
sh603568,25.61,25.15
sh600295,9.24,9.33
sh600053,27.6,26.48
sh603567,13.52,13.46
sh603328,11.25,11.3
sh600050,7.1,7.07
sz000582,8.8,9.0
sh603569,12.76,12.77
sh600291,14.73,14.82
sz000581,22.96,23.24
sz000587,3.4,3.38
sz002522,5.76,5.82
sz000100,3.83,3.76
sz300628,100.3,98.64
sh600058,8.4,8.53
sh600299,12.32,12.36
sh600057,5.12,4.98
sh600056,15.8,15.89
sh600298,28.4,28.47
sh603730,27.23,27.7
sh601311,15.57,14.73
sh600460,15.16,15.09
sh601555,9.57,9.5
sz000990,20.92,19.02
sh601799,56.3,57.18
sh601318,75.35,75.0
sz000750,5.71,5.78
sz000998,17.09,16.43
sz000513,36.55,37.36
sz000997,18.3,18.08
sz000517,3.08,3.14
sz000758,4.98,5.05
sz000999,28.95,27.86
sz000519,8.22,8.24
sh600226,4.36,4.48
sh600466,7.23,7.21
sh600221,2.29,2.28
sh600231,3.45,3.51
sh600230,21.25,21.49
sh603986,104.59,101.79
sh603501,51.57,51.37
sh601567,7.02,7.11
sh601326,3.94,4.0
sh601328,6.44,6.49
sz000761,4.11,4.19
sz000525,15.79,15.97
sz000766,7.78,7.98
sz002701,5.44,5.44
sz000768,17.5,16.97
sz002709,33.41,33.62
hk27,53.75,53.8
sh600236,5.87,5.81
sh600478,6.21,6.07
sh600477,4.78,4.79
sh600233,13.45,13.05
sh600000,11.55,11.59
sh601333,3.81,3.79
sh600483,9.73,9.51
sh600482,24.4,24.29
sh600240,3.39,3.46
sh601336,52.08,52.6
sh603515,33.77,34.22
sh603517,46.37,45.64
HDB,113.53,113.53
sz002714,58.19,58.28
sz000778,5.22,5.1
sz000536,3.55,3.57
sz000776,16.67,16.8
sz002711,4.55,4.56
PTR,66.7,66.7
sz000539,4.72,4.76
sz002717,9.07,9.04
sz000538,86.29,87.92
sh600009,58.9,58.51
sh600008,4.16,4.15
sh600007,14.33,14.5
sh600006,4.45,4.49
sh600489,8.57,8.54
sh600004,13.99,14.15
sh600487,22.19,22.06
sh603993,4.93,4.95
sh600486,52.57,53.72
sh600485,14.59,14.59
sh600011,6.78,6.74
sh600010,1.92,1.95
sh600252,3.26,3.27
sh603766,5.13,5.02
sh601588,3.53,3.56
sh600491,8.82,8.71
sh601106,3.99,3.85
sh600490,6.4,6.43
sh601107,4.54,4.37
sz000783,7.44,7.51
sz000540,4.88,4.87
sz000547,10.75,10.6
sz000786,20.19,20.85
sh600019,7.51,7.57
sh600018,7.24,7.25
AXP,113.56,113.55
sh600017,3.44,3.38
sh600259,36.99,35.65
sh600016,6.5,6.54
sh600258,21.38,20.99
sh600015,8.35,8.38
