D T O H L C chg cumChg rowN meanSoFar stdMean
2017-08-24 956 5.93 5.94 5.93 5.94 0 0.0152890238528715 26 0.000588039378956594 0.141129450949583
2017-08-24 957 5.93 5.94 5.93 5.94 0 0.0152890238528715 27 0.000566260142698943 0.135902434247746
2017-08-24 958 5.93 5.94 5.93 5.93 -0.00168350168350184 0.0136055221693696 28 0.000485911506048915 0.11661876145174
2017-08-24 959 5.94 5.94 5.93 5.94 0.00168634064080964 0.0152918628101792 29 0.000527305614144112 0.126553347394587
2017-08-24 1000 5.93 5.94 5.93 5.93 -0.00168350168350184 0.0136083611266774 30 0.000453612037555913 0.108866889013419
2017-08-24 1001 5.93 5.94 5.93 5.94 0.00168634064080964 0.015294701767487 31 0.00049337747637055 0.118410594328932
2017-08-24 1002 5.92 5.93 5.92 5.92 -0.00336700336700346 0.0119276984004836 32 0.000372740575015112 0.0894577380036268
2017-08-24 1003 5.92 5.92 5.92 5.92 0 0.0119276984004836 33 0.00036144540607526 0.0867468974580624
2017-08-24 1004 5.92 5.93 5.92 5.92 0 0.0119276984004836 34 0.000350814658837752 0.0841955181210605
2017-08-24 1005 5.92 5.93 5.92 5.93 0.00168918918918926 0.0136168875896728 35 0.000389053931133509 0.0933729434720423
2017-08-24 1006 5.92 5.94 5.92 5.93 0 0.0136168875896728 36 0.000378246877490912 0.0907792505978189
2017-08-24 1007 5.93 5.93 5.93 5.93 0 0.0136168875896728 37 0.000368023988910077 0.0883257573384184
2017-08-24 1008 5.93 5.94 5.93 5.93 0 0.0136168875896728 38 0.000358339147096653 0.0860013953031968
2017-08-24 1009 5.93 5.94 5.93 5.94 0.00168634064080964 0.0153032282304825 39 0.000392390467448268 0.0941737121875844
2017-08-24 1010 5.94 5.94 5.93 5.93 -0.00168350168350184 0.0136197265469806 40 0.000340493163674516 0.0817183592818838
2017-08-24 1011 5.94 5.94 5.92 5.93 0 0.0136197265469806 41 0.000332188452365381 0.0797252285676915
2017-08-24 1012 5.92 5.93 5.92 5.93 0 0.0136197265469806 42 0.000324279203499539 0.0778270088398893
2017-08-24 1013 5.92 5.93 5.91 5.91 -0.00337268128161883 0.0102470452653618 43 0.000238303378264228 0.0571928107834147
2017-08-24 1014 5.92 5.92 5.9 5.9 -0.00169204737732653 0.00855499788803527 44 0.00019443177018262 0.0466636248438287
2017-08-24 1015 5.9 5.91 5.89 5.89 -0.00169491525423737 0.00686008263379789 45 0.000152446280751064 0.0365871073802554
2017-08-24 1016 5.89 5.89 5.88 5.89 0 0.00686008263379789 46 0.000149132231169519 0.0357917354806847
2017-08-24 1017 5.89 5.9 5.88 5.89 0 0.00686008263379789 47 0.000145959204974423 0.0350302091938616
2017-08-24 1018 5.88 5.89 5.88 5.88 -0.00169779286926997 0.00516228976452793 48 0.000107547703427665 0.0258114488226396
2017-08-24 1019 5.88 5.9 5.88 5.89 0.0017006802721089 0.00686297003663683 49 0.000140060612992588 0.0336145471182212
2017-08-24 1020 5.89 5.9 5.88 5.89 0 0.00686297003663683 50 0.000137259400732737 0.0329422561758568
2017-08-24 1021 5.88 5.89 5.88 5.88 -0.00169779286926997 0.00516517716736686 51 0.00010127798367386 0.0243067160817264
2017-08-24 1022 5.89 5.89 5.87 5.87 -0.00170068027210879 0.00346449689525807 52 6.66249402934245e-05 0.0159899856704219
2017-08-24 1023 5.87 5.88 5.87 5.88 0.00170357751277672 0.0051680744080348 53 9.7510837887449e-05 0.0234026010929878
2017-08-24 1024 5.88 5.88 5.87 5.87 -0.00170068027210879 0.00346739413592601 54 6.42110025171482e-05 0.0154106406041156
2017-08-24 1025 5.87 5.88 5.87 5.87 0 0.00346739413592601 55 6.30435297441092e-05 0.0151304471385862
2017-08-24 1026 5.88 5.89 5.87 5.88 0.00170357751277672 0.00517097164870273 56 9.23387794411201e-05 0.0221613070658688
2017-08-24 1027 5.88 5.89 5.88 5.89 0.0017006802721089 0.00687165192081163 57 0.000120555296856344 0.0289332712455226
2017-08-24 1028 5.88 5.89 5.87 5.88 -0.00169779286926997 0.00517385905154166 58 8.92044664058907e-05 0.0214090719374138
2017-08-24 1029 5.88 5.89 5.87 5.88 0 0.00517385905154166 59 8.76925262973163e-05 0.0210462063113559
2017-08-24 1030 5.88 5.88 5.86 5.86 -0.00340136054421758 0.00177249850732408 60 2.95416417887347e-05 0.00708999402929633
2017-08-24 1031 5.86 5.87 5.86 5.86 0 0.00177249850732408 61 2.90573525790833e-05 0.00697376461898
2017-08-24 1032 5.87 5.87 5.86 5.86 0 0.00177249850732408 62 2.85886856020013e-05 0.00686128454448032
2017-08-24 1033 5.86 5.87 5.86 5.87 0.00170648464163814 0.00347898314896222 63 5.52219547454321e-05 0.0132532691389037
2017-08-24 1034 5.86 5.87 5.86 5.86 -0.00170357751277683 0.00177540563618539 64 2.77407130653967e-05 0.00665777113569521
2017-08-24 1035 5.86 5.87 5.85 5.85 -0.00170648464163836 6.89209945470282e-05 65 1.0603229930312e-06 0.000254477518327489
2017-08-24 1036 5.86 5.86 5.85 5.85 0 6.89209945470282e-05 66 1.04425749313679e-06 0.00025062179835283
2017-08-24 1037 5.85 5.86 5.84 5.85 0 6.89209945470282e-05 67 1.02867156040341e-06 0.000246881174496817
2017-08-24 1038 5.85 5.86 5.84 5.84 -0.0017094017094017 -0.00164048071485468 68 -2.41247163949217e-05 -0.00578993193478121
2017-08-24 1039 5.84 5.85 5.84 5.85 0.00171232876712324 7.18480522685638e-05 69 1.04127611983426e-06 0.000249906268760222
2017-08-24 1040 5.85 5.85 5.84 5.85 0 7.18480522685638e-05 70 1.02640074669377e-06 0.000246336179206505
2017-08-24 1041 5.85 5.85 5.84 5.84 -0.0017094017094017 -0.00163755365713314 71 -2.30641360159597e-05 -0.00553539264383033
2017-08-24 1042 5.85 5.85 5.84 5.84 0 -0.00163755365713314 72 -2.27438007935158e-05 -0.0054585121904438
2017-08-24 1043 5.84 5.85 5.84 5.84 0 -0.00163755365713314 73 -2.24322418785362e-05 -0.00538373805084868
2017-08-24 1044 5.84 5.86 5.84 5.86 0.0034246575342467 0.00178710387711356 74 2.41500523934265e-05 0.00579601257442236
2017-08-24 1045 5.85 5.87 5.85 5.87 0.00170648464163814 0.0034935885187517 75 4.65811802500227e-05 0.0111794832600054
2017-08-24 1046 5.87 5.87 5.85 5.85 -0.00340715502555378 8.64334931979238e-05 76 1.13728280523584e-06 0.000272947873256602
2017-08-24 1047 5.86 5.87 5.86 5.86 0.00170940170940193 0.00179583520259985 77 2.33225350986993e-05 0.00559740842368784
2017-08-24 1048 5.87 5.87 5.86 5.87 0.00170648464163814 0.00350231984423799 78 4.49015364645896e-05 0.0107763687515015
2017-08-24 1049 5.87 5.87 5.85 5.85 -0.00340715502555378 9.51648186842124e-05 79 1.20461795802801e-06 0.000289108309926721
2017-08-24 1050 5.86 5.87 5.85 5.86 0.00170940170940193 0.00180456652808614 80 2.25570816010767e-05 0.00541369958425841
2017-08-24 1051 5.86 5.87 5.85 5.86 0 0.00180456652808614 81 2.22785991121745e-05 0.00534686378692189
2017-08-24 1052 5.86 5.87 5.86 5.87 0.00170648464163814 0.00351105116972428 82 4.28176971917595e-05 0.0102762473260223
2017-08-24 1053 5.86 5.87 5.85 5.86 -0.00170357751277683 0.00180747365694744 83 2.17767910475596e-05 0.0052264298514143
2017-08-24 1054 5.85 5.86 5.85 5.85 -0.00170648464163836 0.000100989015309083 84 1.20225018225099e-06 0.000288540043740237
2017-08-24 1055 5.86 5.87 5.85 5.87 0.00341880341880341 0.00351979243411249 85 4.14093227542646e-05 0.0099382374610235
2017-08-24 1056 5.86 5.86 5.85 5.86 -0.00170357751277683 0.00181621492133566 86 2.11187781550658e-05 0.00506850675721579
2017-08-24 1057 5.86 5.87 5.85 5.87 0.00170648464163814 0.0035226995629738 87 4.04907995744115e-05 0.00971779189785875
2017-08-24 1058 5.87 5.87 5.86 5.87 0 0.0035226995629738 88 4.0030676851975e-05 0.00960736244447399
2017-08-24 1059 5.86 5.87 5.86 5.87 0 0.0035226995629738 89 3.95808939659977e-05 0.00949941455183945
2017-08-24 1100 5.87 5.9 5.87 5.9 0.00511073253833061 0.00863343210130441 90 9.59270233478267e-05 0.0230224856034784
2017-08-24 1101 5.9 5.9 5.89 5.9 0 0.00863343210130441 91 9.48728802341144e-05 0.0227694912561874
2017-08-24 1102 5.89 5.9 5.88 5.88 -0.00338983050847463 0.00524360159282977 92 5.69956694872801e-05 0.0136789606769472
2017-08-24 1103 5.9 5.9 5.88 5.89 0.0017006802721089 0.00694428186493867 93 7.46696974724588e-05 0.0179207273933901
2017-08-24 1104 5.9 5.9 5.89 5.89 0 0.00694428186493867 94 7.38753389887093e-05 0.0177300813572902
2017-08-24 1105 5.89 5.91 5.89 5.91 0.00339558573853993 0.0103398676034786 95 0.000108840711615564 0.0261217707877354
2017-08-24 1106 5.9 5.91 5.9 5.91 0 0.0103398676034786 96 0.000107706954202902 0.0258496690086965
2017-08-24 1107 5.91 5.92 5.9 5.91 0 0.0103398676034786 97 0.000106596573231738 0.0255831775756172
2017-08-24 1108 5.9 5.92 5.9 5.92 0.00169204737732653 0.0120319149808051 98 0.000122774642661277 0.0294659142387065
2017-08-24 1109 5.9 5.93 5.9 5.9 -0.00337837837837829 0.00865353660242685 99 8.74094606305742e-05 0.0209782705513378
2017-08-24 1110 5.92 5.92 5.91 5.92 0.00338983050847452 0.0120433671109014 100 0.000120433671109014 0.0289040810661633
2017-08-24 1111 5.9 5.92 5.9 5.92 0 0.0120433671109014 101 0.000119241258523776 0.0286179020457062
2017-08-24 1112 5.93 5.93 5.91 5.92 0 0.0120433671109014 102 0.000118072226577464 0.0283373343785915
2017-08-24 1113 5.91 5.92 5.91 5.92 0 0.0120433671109014 103 0.000116925894280596 0.028062214627343
2017-08-24 1114 5.91 5.92 5.91 5.92 0 0.0120433671109014 104 0.00011580160683559 0.0277923856405416
2017-08-24 1115 5.91 5.92 5.91 5.91 -0.00168918918918914 0.0103541779217122 105 9.86112183020212e-05 0.0236666923924851
2017-08-24 1116 5.91 5.92 5.91 5.91 0 0.0103541779217122 106 9.7680923789738e-05 0.0234434217095371
2017-08-24 1117 5.92 5.92 5.91 5.91 0 0.0103541779217122 107 9.67680179599273e-05 0.0232243243103826
2017-08-24 1118 5.91 5.92 5.91 5.91 0 0.0103541779217122 108 9.58720177936317e-05 0.0230092842704716
2017-08-24 1119 5.91 5.92 5.91 5.91 0 0.0103541779217122 109 9.49924579973599e-05 0.0227981899193664
2017-08-24 1120 5.91 5.92 5.91 5.91 0 0.0103541779217122 110 9.41288901973839e-05 0.0225909336473721
2017-08-24 1121 5.91 5.92 5.9 5.9 -0.00169204737732653 0.00866213054438569 111 7.80372121115828e-05 0.0187289309067799
2017-08-24 1122 5.9 5.91 5.9 5.9 0 0.00866213054438569 112 7.7340451289158e-05 0.0185617083093979
2017-08-24 1123 5.9 5.92 5.9 5.9 0 0.00866213054438569 113 7.66560225166875e-05 0.018397445404005
2017-08-24 1124 5.9 5.92 5.9 5.9 0 0.00866213054438569 114 7.59836012665412e-05 0.0182360643039699
2017-08-24 1125 5.91 5.92 5.9 5.9 0 0.00866213054438569 115 7.5322874299006e-05 0.0180774898317614
2017-08-24 1126 5.9 5.92 5.9 5.9 0 0.00866213054438569 116 7.46735391757387e-05 0.0179216494021773
2017-08-24 1127 5.91 5.92 5.9 5.91 0.00169491525423715 0.0103570457986228 117 8.85217589625884e-05 0.0212452221510212
2017-08-24 1128 5.91 5.92 5.9 5.91 0 0.0103570457986228 118 8.77715745646004e-05 0.0210651778955041
2017-08-24 1129 5.91 5.92 5.9 5.91 0 0.0103570457986228 119 8.7033998307755e-05 0.0208881595938612
2017-08-24 1300 5.91 5.92 5.89 5.9 -0.00169204737732653 0.00866499842129631 120 7.22083201774693e-05 0.0173299968425926
2017-08-24 1301 5.9 5.9 5.9 5.9 0 0.00866499842129631 121 7.16115572007959e-05 0.017186773728191
2017-08-24 1302 5.89 5.9 5.89 5.89 -0.00169491525423737 0.00697008316705894 122 5.7131829238188e-05 0.0137116390171651
2017-08-24 1303 5.89 5.9 5.89 5.89 0 0.00697008316705894 123 5.66673428216174e-05 0.0136001622771882
2017-08-24 1304 5.89 5.9 5.89 5.89 0 0.00697008316705894 124 5.6210348121443e-05 0.0134904835491463
2017-08-24 1305 5.89 5.9 5.89 5.89 0 0.00697008316705894 125 5.57606653364715e-05 0.0133825596807532
2017-08-24 1306 5.89 5.9 5.89 5.9 0.00169779286927008 0.00866787603632901 126 6.87926669549922e-05 0.0165102400691981
2017-08-24 1307 5.89 5.9 5.88 5.9 0 0.00866787603632901 127 6.82509924120395e-05 0.0163802381788895
2017-08-24 1308 5.88 5.9 5.88 5.89 -0.00169491525423737 0.00697296078209164 128 5.4476256110091e-05 0.0130743014664218
2017-08-24 1309 5.88 5.89 5.88 5.89 0 0.00697296078209164 129 5.4053959551098e-05 0.0129729502922635
2017-08-24 1310 5.88 5.89 5.88 5.88 -0.00169779286926997 0.00527516791282168 130 4.05782147140129e-05 0.00973877153136309
2017-08-24 1311 5.89 5.89 5.88 5.88 0 0.00527516791282168 131 4.02684573497838e-05 0.00966442976394811
2017-08-24 1312 5.89 5.9 5.89 5.89 0.0017006802721089 0.00697584818493058 132 5.28473347343226e-05 0.0126833603362374
2017-08-24 1313 5.9 5.9 5.89 5.89 0 0.00697584818493058 133 5.24499863528615e-05 0.0125879967246868
2017-08-24 1314 5.89 5.9 5.89 5.89 0 0.00697584818493058 134 5.2058568544258e-05 0.0124940564506219
2017-08-24 1315 5.89 5.9 5.89 5.89 0 0.00697584818493058 135 5.16729495180043e-05 0.012401507884321
2017-08-24 1316 5.9 5.9 5.89 5.89 0 0.00697584818493058 136 5.12930013597837e-05 0.0123103203263481
2017-08-24 1317 5.89 5.91 5.89 5.9 0.00169779286927008 0.00867364105420065 137 6.33112485708077e-05 0.0151946996569938
2017-08-24 1318 5.9 5.91 5.9 5.91 0.00169491525423715 0.0103685563084378 138 7.51344660031725e-05 0.0180322718407614
2017-08-24 1319 5.91 5.91 5.9 5.9 -0.00169204737732653 0.00867650893111127 139 6.24209275619516e-05 0.0149810226148684
2017-08-24 1320 5.91 5.91 5.9 5.9 0 0.00867650893111127 140 6.19750637936519e-05 0.0148740153104765
2017-08-24 1321 5.9 5.91 5.9 5.9 0 0.00867650893111127 141 6.15355243341225e-05 0.0147685258401894
2017-08-24 1322 5.91 5.91 5.9 5.9 0 0.00867650893111127 142 6.11021755712061e-05 0.0146645221370895
2017-08-24 1323 5.9 5.91 5.89 5.9 0 0.00867650893111127 143 6.06748876301487e-05 0.0145619730312357
2017-08-24 1324 5.9 5.91 5.89 5.9 0 0.00867650893111127 144 6.02535342438283e-05 0.0144608482185188
2017-08-24 1325 5.9 5.91 5.9 5.9 0 0.00867650893111127 145 5.98379926283536e-05 0.0143611182308049
2017-08-24 1326 5.9 5.91 5.9 5.9 0 0.00867650893111127 146 5.94281433637758e-05 0.0142627544073062
2017-08-24 1327 5.9 5.91 5.9 5.9 0 0.00867650893111127 147 5.90238702796685e-05 0.0141657288671204
2017-08-24 1328 5.9 5.91 5.9 5.9 0 0.00867650893111127 148 5.86250603453464e-05 0.0140700144828831
2017-08-24 1329 5.9 5.91 5.9 5.9 0 0.00867650893111127 149 5.82316035645052e-05 0.0139755848554812
2017-08-24 1330 5.9 5.9 5.9 5.9 0 0.00867650893111127 150 5.78433928740751e-05 0.013882414289778
2017-08-24 1331 5.91 5.91 5.9 5.9 0 0.00867650893111127 151 5.74603240470945e-05 0.0137904777713027
2017-08-24 1332 5.9 5.91 5.9 5.9 0 0.00867650893111127 152 5.70822955994163e-05 0.0136997509438599
2017-08-24 1333 5.9 5.91 5.9 5.9 0 0.00867650893111127 153 5.67092087000737e-05 0.0136102100880177
2017-08-24 1334 5.9 5.91 5.9 5.91 0.00169491525423715 0.0103714241853484 154 6.73469102944703e-05 0.0161632584706729
2017-08-24 1335 5.91 5.91 5.9 5.91 0 0.0103714241853484 155 6.69124140990221e-05 0.0160589793837653
2017-08-24 1336 5.91 5.92 5.91 5.91 0 0.0103714241853484 156 6.64834883676181e-05 0.0159560372082283
2017-08-24 1337 5.91 5.92 5.91 5.91 0 0.0103714241853484 157 6.60600266582702e-05 0.0158544063979848
2017-08-24 1338 5.91 5.92 5.91 5.91 0 0.0103714241853484 158 6.56419252237242e-05 0.0157540620536938
2017-08-24 1339 5.92 5.92 5.91 5.92 0.00169204737732653 0.012063471562675 159 7.5870890331289e-05 0.0182090136795094
2017-08-24 1340 5.92 5.92 5.92 5.92 0 0.012063471562675 160 7.53966972667185e-05 0.0180952073440124
2017-08-24 1341 5.92 5.93 5.92 5.93 0.00168918918918926 0.0137526607518642 161 8.5420253117169e-05 0.0205008607481206
2017-08-24 1342 5.93 5.93 5.92 5.92 -0.00168634064080941 0.0120663201110548 162 7.44834574756469e-05 0.0178760297941553
2017-08-24 1343 5.92 5.93 5.92 5.92 0 0.0120663201110548 163 7.40265037488024e-05 0.0177663608997126
2017-08-24 1344 5.92 5.92 5.91 5.92 0 0.0120663201110548 164 7.35751226283829e-05 0.0176580294308119
2017-08-24 1345 5.91 5.93 5.91 5.93 0.00168918918918926 0.0137555093002441 165 8.33667230317821e-05 0.0200080135276277
2017-08-24 1346 5.91 5.94 5.91 5.93 0 0.0137555093002441 166 8.28645138568919e-05 0.019887483325654
2017-08-24 1347 5.93 5.94 5.93 5.93 0 0.0137555093002441 167 8.2368319163138e-05 0.0197683965991531
2017-08-24 1348 5.94 5.94 5.93 5.93 0 0.0137555093002441 168 8.18780315490717e-05 0.0196507275717772
2017-08-24 1349 5.94 5.94 5.93 5.93 0 0.0137555093002441 169 8.13935461552902e-05 0.0195344510772697
2017-08-24 1350 5.93 5.94 5.92 5.93 0 0.0137555093002441 170 8.09147605896709e-05 0.019419542541521
2017-08-24 1351 5.93 5.93 5.92 5.92 -0.00168634064080941 0.0120691686594346 171 7.05799336809043e-05 0.016939184083417
2017-08-24 1352 5.92 5.93 5.92 5.93 0.00168918918918926 0.0137583578486239 172 7.99904526082784e-05 0.0191977086259868
2017-08-24 1353 5.92 5.93 5.92 5.92 -0.00168634064080941 0.0120720172078145 173 6.9780446287945e-05 0.0167473071091068
2017-08-24 1354 5.92 5.93 5.92 5.92 0 0.0120720172078145 174 6.93794092403131e-05 0.0166510582176751
2017-08-24 1355 5.92 5.93 5.92 5.93 0.00168918918918926 0.0137612063970037 175 7.86354651257356e-05 0.0188725116301766
2017-08-24 1356 5.92 5.93 5.92 5.92 -0.00168634064080941 0.0120748657561943 176 6.86071917965586e-05 0.0164657260311741
2017-08-24 1357 5.92 5.92 5.92 5.92 0 0.0120748657561943 177 6.82195805434707e-05 0.016372699330433
2017-08-24 1358 5.92 5.93 5.91 5.93 0.00168918918918926 0.0137640549453836 178 7.73261513785594e-05 0.0185582763308543
2017-08-24 1359 5.94 5.94 5.93 5.93 0 0.0137640549453836 179 7.68941617060535e-05 0.0184545988094528
2017-08-24 1400 5.93 5.93 5.93 5.93 0 0.0137640549453836 180 7.64669719187976e-05 0.0183520732605114
2017-08-24 1401 5.93 5.93 5.92 5.93 0 0.0137640549453836 181 7.60445024606827e-05 0.0182506805905639
2017-08-24 1402 5.92 5.93 5.92 5.92 -0.00168634064080941 0.0120777143045742 182 6.63610676075503e-05 0.0159266562258121
2017-08-24 1403 5.92 5.92 5.91 5.91 -0.00168918918918914 0.010388525115385 183 5.67678968053826e-05 0.0136242952332918
2017-08-24 1404 5.92 5.92 5.91 5.91 0 0.010388525115385 184 5.64593756270925e-05 0.0135502501505022
2017-08-24 1405 5.91 5.91 5.9 5.9 -0.00169204737732653 0.00869647773805848 185 4.70079877732891e-05 0.0112819170655894
2017-08-24 1406 5.9 5.92 5.9 5.91 0.00169491525423715 0.0103913929922956 186 5.58677042596539e-05 0.0134082490223169
2017-08-24 1407 5.91 5.92 5.9 5.91 0 0.0103913929922956 187 5.55689464828644e-05 0.0133365471558874
2017-08-24 1408 5.91 5.92 5.91 5.91 0 0.0103913929922956 188 5.52733669802959e-05 0.013265608075271
2017-08-24 1409 5.91 5.91 5.9 5.91 0 0.0103913929922956 189 5.49809153031515e-05 0.0131954196727564
2017-08-24 1410 5.91 5.92 5.91 5.91 0 0.0103913929922956 190 5.46915420647139e-05 0.0131259700955313
2017-08-24 1411 5.91 5.92 5.91 5.91 0 0.0103913929922956 191 5.44051989125426e-05 0.0130572477390102
2017-08-24 1412 5.92 5.92 5.91 5.92 0.00169204737732653 0.0120834403696222 192 6.29345852584488e-05 0.0151043004620277
2017-08-24 1413 5.91 5.92 5.91 5.91 -0.00168918918918914 0.010394251180433 193 5.38562237328136e-05 0.0129254936958753
2017-08-24 1414 5.92 5.92 5.91 5.92 0.00169204737732653 0.0120862985577596 194 6.23005080296884e-05 0.0149521219271252
2017-08-24 1415 5.92 5.92 5.91 5.92 0 0.0120862985577596 195 6.19810182449208e-05 0.014875444378781
2017-08-24 1416 5.92 5.92 5.91 5.91 -0.00168918918918914 0.0103971093685704 196 5.30464763702572e-05 0.0127311543288617
2017-08-24 1417 5.92 5.92 5.91 5.91 0 0.0103971093685704 197 5.27772049166011e-05 0.0126665291799843
2017-08-24 1418 5.91 5.92 5.91 5.92 0.00169204737732653 0.0120891567458969 198 6.10563472014997e-05 0.0146535233283599
2017-08-24 1419 5.92 5.92 5.9 5.91 -0.00168918918918914 0.0103999675567078 199 5.22611435010442e-05 0.0125426744402506
2017-08-24 1420 5.91 5.91 5.9 5.91 0 0.0103999675567078 200 5.1999837783539e-05 0.0124799610680494
2017-08-24 1421 5.9 5.91 5.9 5.91 0 0.0103999675567078 201 5.17411321229244e-05 0.0124178717095019
2017-08-24 1422 5.9 5.91 5.9 5.9 -0.00169204737732653 0.00870792017938127 202 4.31085157395112e-05 0.0103460437774827
2017-08-24 1423 5.9 5.91 5.9 5.9 0 0.00870792017938127 203 4.28961585191195e-05 0.0102950780445887
2017-08-24 1424 5.91 5.91 5.9 5.9 0 0.00870792017938127 204 4.26858832322611e-05 0.0102446119757427
2017-08-24 1425 5.9 5.91 5.9 5.9 0 0.00870792017938127 205 4.24776594116159e-05 0.0101946382587878
2017-08-24 1426 5.9 5.92 5.9 5.91 0.00169491525423715 0.0104028354336184 206 5.049920113407e-05 0.0121198082721768
2017-08-24 1427 5.91 5.92 5.91 5.91 0 0.0104028354336184 207 5.02552436406687e-05 0.0120612584737605
2017-08-24 1428 5.91 5.92 5.9 5.9 -0.00169204737732653 0.00871078805629188 208 4.18787887321725e-05 0.0100509092957214
2017-08-24 1429 5.9 5.91 5.9 5.9 0 0.00871078805629188 209 4.16784117525928e-05 0.0100028188206223
2017-08-24 1430 5.91 5.91 5.9 5.9 0 0.00871078805629188 210 4.14799431251995e-05 0.00995518635004787
2017-08-24 1431 5.9 5.92 5.9 5.91 0.00169491525423715 0.010405703310529 211 4.93161294337869e-05 0.0118358710641089
2017-08-24 1432 5.9 5.92 5.9 5.91 0 0.010405703310529 212 4.90835061817407e-05 0.0117800414836178
2017-08-24 1433 5.9 5.92 5.9 5.91 0 0.010405703310529 213 4.88530671855823e-05 0.0117247361245398
2017-08-24 1434 5.91 5.92 5.91 5.92 0.00169204737732653 0.0120977506878556 214 5.65315452703531e-05 0.0135675708648847
2017-08-24 1435 5.91 5.92 5.91 5.91 -0.00168918918918914 0.0104085614986664 215 4.84119139472857e-05 0.0116188593473486
2017-08-24 1436 5.94 5.94 5.91 5.94 0.00507614213197982 0.0154847036306462 216 7.16884427344734e-05 0.0172052262562736
2017-08-24 1437 5.92 5.94 5.92 5.94 0 0.0154847036306462 217 7.13580812472177e-05 0.0171259394993323
2017-08-24 1438 5.94 5.94 5.92 5.92 -0.00336700336700346 0.0121177002636428 218 5.55857810258843e-05 0.0133405874462122
2017-08-24 1439 5.92 5.92 5.91 5.91 -0.00168918918918914 0.0104285110744536 219 4.76187720294687e-05 0.0114285052870725
2017-08-24 1440 5.92 5.92 5.91 5.92 0.00169204737732653 0.0121205584517802 220 5.50934475080917e-05 0.013222427401942
2017-08-24 1441 5.92 5.92 5.91 5.92 0 0.0121205584517802 221 5.4844155890408e-05 0.0131625974136979
2017-08-24 1442 5.92 5.93 5.92 5.93 0.00168918918918926 0.0138097476409694 222 6.22060704548172e-05 0.0149294569091561
2017-08-24 1443 5.93 5.94 5.93 5.94 0.00168634064080964 0.0154960882817791 223 6.94891851200855e-05 0.0166774044288205
2017-08-24 1444 5.94 5.95 5.94 5.94 0 0.0154960882817791 224 6.91789655436565e-05 0.0166029517304776
2017-08-24 1445 5.94 5.95 5.94 5.94 0 0.0154960882817791 225 6.88715034745736e-05 0.0165291608338977
2017-08-24 1446 5.94 5.95 5.93 5.94 0 0.0154960882817791 226 6.85667623087569e-05 0.0164560229541017
